# Gene Family	SRS1007613.ko	tiny-test-data-mt.ko
K02886: large subunit ribosomal protein L2|g__Corynebacterium.s__Corynebacterium_glutamicum	128.801	0
K02886: large subunit ribosomal protein L2|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.371	0
K02886: large subunit ribosomal protein L2|g__Roseobacter.s__Roseobacter_denitrificans	13.984	0
K02886: large subunit ribosomal protein L2|g__Staphylococcus.s__Staphylococcus_epidermidis	29.367	0
K02890: large subunit ribosomal protein L22	220.566	0
K02890: large subunit ribosomal protein L22|g__Corynebacterium.s__Corynebacterium_glutamicum	153.099	0
K02890: large subunit ribosomal protein L22|g__Roseobacter.s__Roseobacter_denitrificans	67.467	0
K02897: large subunit ribosomal protein L25	210.675	0
K02897: large subunit ribosomal protein L25|g__Corynebacterium.s__Corynebacterium_glutamicum	20.309	0
K02897: large subunit ribosomal protein L25|g__Escherichia.s__Escherichia_coli	19.137	0
K02897: large subunit ribosomal protein L25|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.158	0
K02897: large subunit ribosomal protein L25|g__Staphylococcus.s__Staphylococcus_epidermidis	154.071	0
K02899: large subunit ribosomal protein L27	1946.512	0
K02899: large subunit ribosomal protein L27|g__Escherichia.s__Escherichia_coli	53.791	0
K02899: large subunit ribosomal protein L27|g__Polaromonas.s__Polaromonas_naphthalenivorans	1892.72	0
K02902: large subunit ribosomal protein L28	2142.288	0
K02902: large subunit ribosomal protein L28|g__Escherichia.s__Escherichia_coli	2092.35	0
K02902: large subunit ribosomal protein L28|unclassified	49.938	0
K02906: large subunit ribosomal protein L3	76.59	0
K02906: large subunit ribosomal protein L3|g__Staphylococcus.s__Staphylococcus_epidermidis	76.59	0
K02907: large subunit ribosomal protein L30	268.392	0
K02907: large subunit ribosomal protein L30|g__Staphylococcus.s__Staphylococcus_epidermidis	268.392	0
K02909: large subunit ribosomal protein L31	442.286	0
K02909: large subunit ribosomal protein L31|g__Escherichia.s__Escherichia_coli	442.286	0
K02916: large subunit ribosomal protein L35	268.745	0
K02916: large subunit ribosomal protein L35|g__Corynebacterium.s__Corynebacterium_glutamicum	268.745	0
K02919: large subunit ribosomal protein L36	46.286	0
K02919: large subunit ribosomal protein L36|unclassified	46.286	0
K02926: large subunit ribosomal protein L4	37.806	0
K02926: large subunit ribosomal protein L4|g__Chromobacterium.s__Chromobacterium_violaceum	23.278	0
K02926: large subunit ribosomal protein L4|g__Staphylococcus.s__Staphylococcus_epidermidis	14.528	0
K02933: large subunit ribosomal protein L6	32.162	0
K02933: large subunit ribosomal protein L6|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.162	0
K02935: large subunit ribosomal protein L7/L12	109.87	0
K02935: large subunit ribosomal protein L7/L12|g__Chromobacterium.s__Chromobacterium_violaceum	37.553	0
K02935: large subunit ribosomal protein L7/L12|g__Escherichia.s__Escherichia_coli	46.801	0
K02935: large subunit ribosomal protein L7/L12|g__Roseobacter.s__Roseobacter_denitrificans	25.517	0
K02939: large subunit ribosomal protein L9	116.52	0
K02939: large subunit ribosomal protein L9|g__Staphylococcus.s__Staphylococcus_epidermidis	106.045	0
K02939: large subunit ribosomal protein L9|unclassified	10.475	0
K02945: small subunit ribosomal protein S1	20.97	0
K02945: small subunit ribosomal protein S1|g__Chromobacterium.s__Chromobacterium_violaceum	9.186	0
K02945: small subunit ribosomal protein S1|g__Escherichia.s__Escherichia_coli	5.823	0
K02945: small subunit ribosomal protein S1|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.961	0
K02946: small subunit ribosomal protein S10	241.247	0
K02946: small subunit ribosomal protein S10|g__Roseobacter.s__Roseobacter_denitrificans	241.247	0
K02948: small subunit ribosomal protein S11	92.186	0
K02948: small subunit ribosomal protein S11|g__Escherichia.s__Escherichia_coli	72.559	0
K02948: small subunit ribosomal protein S11|unclassified	19.627	0
K02952: small subunit ribosomal protein S13	310.085	0
K02952: small subunit ribosomal protein S13|g__Chromobacterium.s__Chromobacterium_violaceum	225.092	0
K02952: small subunit ribosomal protein S13|g__Escherichia.s__Escherichia_coli	84.993	0
K02956: small subunit ribosomal protein S15	266.156	0
K02956: small subunit ribosomal protein S15|g__Chromobacterium.s__Chromobacterium_violaceum	30.857	0
K02956: small subunit ribosomal protein S15|g__Corynebacterium.s__Corynebacterium_glutamicum	147.429	0
K02956: small subunit ribosomal protein S15|g__Escherichia.s__Escherichia_coli	34.022	0
K02956: small subunit ribosomal protein S15|unclassified	53.848	0
K02959: small subunit ribosomal protein S16	20.518	0
K02959: small subunit ribosomal protein S16|unclassified	20.518	0
K02961: small subunit ribosomal protein S17	282.591	0
K02961: small subunit ribosomal protein S17|g__Chromobacterium.s__Chromobacterium_violaceum	107.43	0
K02961: small subunit ribosomal protein S17|g__Corynebacterium.s__Corynebacterium_glutamicum	90.468	0
K02961: small subunit ribosomal protein S17|g__Polaromonas.s__Polaromonas_naphthalenivorans	84.693	0
K02967: small subunit ribosomal protein S2	30.454	0
K02967: small subunit ribosomal protein S2|g__Escherichia.s__Escherichia_coli	23.885	0
K02967: small subunit ribosomal protein S2|unclassified	6.569	0
K02968: small subunit ribosomal protein S20	197.218	0
K02968: small subunit ribosomal protein S20|g__Corynebacterium.s__Corynebacterium_glutamicum	33.172	0
K02968: small subunit ribosomal protein S20|unclassified	164.047	0
K02982: small subunit ribosomal protein S3	12.758	0
K02982: small subunit ribosomal protein S3|g__Escherichia.s__Escherichia_coli	12.758	0
K02986: small subunit ribosomal protein S4	96.297	0
K02986: small subunit ribosomal protein S4|g__Escherichia.s__Escherichia_coli	41.625	0
K02986: small subunit ribosomal protein S4|unclassified	54.672	0
K02990: small subunit ribosomal protein S6	113.731	0
K02990: small subunit ribosomal protein S6|g__Chromobacterium.s__Chromobacterium_violaceum	113.731	0
K02992: small subunit ribosomal protein S7	97.443	0
K02992: small subunit ribosomal protein S7|g__Staphylococcus.s__Staphylococcus_epidermidis	97.443	0
K02994: small subunit ribosomal protein S8	128.133	0
K02994: small subunit ribosomal protein S8|g__Chromobacterium.s__Chromobacterium_violaceum	83.015	0
K02994: small subunit ribosomal protein S8|unclassified	45.117	0
K02996: small subunit ribosomal protein S9	1126.094	0
K02996: small subunit ribosomal protein S9|g__Chromobacterium.s__Chromobacterium_violaceum	137.261	0
K02996: small subunit ribosomal protein S9|g__Escherichia.s__Escherichia_coli	853.275	0
K02996: small subunit ribosomal protein S9|g__Roseobacter.s__Roseobacter_denitrificans	63.184	0
K02996: small subunit ribosomal protein S9|g__Staphylococcus.s__Staphylococcus_epidermidis	72.374	0
K03040: DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	94.791	0
K03040: DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]|g__Chromobacterium.s__Chromobacterium_violaceum	34.682	0
K03040: DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]|g__Escherichia.s__Escherichia_coli	14.978	0
K03040: DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.183	0
K03040: DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]|g__Roseobacter.s__Roseobacter_denitrificans	4.86	0
K03040: DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]|g__Staphylococcus.s__Staphylococcus_epidermidis	35.088	0
K03043: DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	50.354	0
K03043: DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]|g__Chromobacterium.s__Chromobacterium_violaceum	24.045	0
K03043: DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]|g__Escherichia.s__Escherichia_coli	17.056	0
K03043: DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.253	0
K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	54.479	0
K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]|g__Chromobacterium.s__Chromobacterium_violaceum	28.54	0
K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]|g__Escherichia.s__Escherichia_coli	18.878	0
K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.982	0
K03046: DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]|g__Roseobacter.s__Roseobacter_denitrificans	4.079	0
K03070: preprotein translocase subunit SecA [EC:7.4.2.8]	103.444	0
K03070: preprotein translocase subunit SecA [EC:7.4.2.8]|g__Chromobacterium.s__Chromobacterium_violaceum	5.149	0
K03070: preprotein translocase subunit SecA [EC:7.4.2.8]|g__Corynebacterium.s__Corynebacterium_glutamicum	49.286	0
K03070: preprotein translocase subunit SecA [EC:7.4.2.8]|g__Escherichia.s__Escherichia_coli	11.336	0
K03070: preprotein translocase subunit SecA [EC:7.4.2.8]|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.128	0
K03070: preprotein translocase subunit SecA [EC:7.4.2.8]|g__Roseobacter.s__Roseobacter_denitrificans	26.544	0
K03071: preprotein translocase subunit SecB	36.605	0
K03071: preprotein translocase subunit SecB|g__Escherichia.s__Escherichia_coli	36.605	0
K03072: preprotein translocase subunit SecD	17.532	0
K03072: preprotein translocase subunit SecD|g__Escherichia.s__Escherichia_coli	12.925	0
K03072: preprotein translocase subunit SecD|unclassified	4.606	0
K03074: preprotein translocase subunit SecF	52.153	0
K03074: preprotein translocase subunit SecF|g__Chromobacterium.s__Chromobacterium_violaceum	14.976	0
K03074: preprotein translocase subunit SecF|g__Polaromonas.s__Polaromonas_naphthalenivorans	37.177	0
K03088: RNA polymerase sigma-70 factor, ECF subfamily	55.188	0
K03088: RNA polymerase sigma-70 factor, ECF subfamily|g__Polaromonas.s__Polaromonas_naphthalenivorans	55.188	0
K03091: RNA polymerase sporulation-specific sigma factor	11.882	0
K03091: RNA polymerase sporulation-specific sigma factor|unclassified	11.882	0
K03092: RNA polymerase sigma-54 factor	4.417	0
K03092: RNA polymerase sigma-54 factor|unclassified	4.417	0
K03098: apolipoprotein D and lipocalin family protein	135.776	0
K03098: apolipoprotein D and lipocalin family protein|g__Escherichia.s__Escherichia_coli	135.776	0
K03100: signal peptidase I [EC:3.4.21.89]	29.397	0
K03100: signal peptidase I [EC:3.4.21.89]|g__Escherichia.s__Escherichia_coli	29.397	0
K03101: signal peptidase II [EC:3.4.23.36]	75.105	0
K03101: signal peptidase II [EC:3.4.23.36]|g__Escherichia.s__Escherichia_coli	75.105	0
K03106: signal recognition particle subunit SRP54 [EC:3.6.5.4]	120.016	0
K03106: signal recognition particle subunit SRP54 [EC:3.6.5.4]|g__Escherichia.s__Escherichia_coli	15.133	0
K03106: signal recognition particle subunit SRP54 [EC:3.6.5.4]|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.97	0
K03106: signal recognition particle subunit SRP54 [EC:3.6.5.4]|g__Roseobacter.s__Roseobacter_denitrificans	44.034	0
K03106: signal recognition particle subunit SRP54 [EC:3.6.5.4]|g__Staphylococcus.s__Staphylococcus_epidermidis	49.88	0
K03110: fused signal recognition particle receptor	13.685	0
K03110: fused signal recognition particle receptor|unclassified	13.685	0
K03111: single-strand DNA-binding protein	11.991	0
K03111: single-strand DNA-binding protein|unclassified	11.991	0
K03112: DamX protein	30.681	0
K03112: DamX protein|g__Escherichia.s__Escherichia_coli	30.681	0
K03116: sec-independent protein translocase protein TatA	291.188	0
K03116: sec-independent protein translocase protein TatA|g__Corynebacterium.s__Corynebacterium_glutamicum	64.203	0
K03116: sec-independent protein translocase protein TatA|g__Polaromonas.s__Polaromonas_naphthalenivorans	226.985	0
K03117: sec-independent protein translocase protein TatB	58.061	0
K03117: sec-independent protein translocase protein TatB|g__Corynebacterium.s__Corynebacterium_glutamicum	58.061	0
K03118: sec-independent protein translocase protein TatC	11.639	0
K03118: sec-independent protein translocase protein TatC|g__Chromobacterium.s__Chromobacterium_violaceum	11.639	0
K03119: taurine dioxygenase [EC:1.14.11.17]	13.937	0
K03119: taurine dioxygenase [EC:1.14.11.17]|g__Escherichia.s__Escherichia_coli	13.937	0
K03147: phosphomethylpyrimidine synthase [EC:4.1.99.17]	76.799	0
K03147: phosphomethylpyrimidine synthase [EC:4.1.99.17]|g__Chromobacterium.s__Chromobacterium_violaceum	18.489	0
K03147: phosphomethylpyrimidine synthase [EC:4.1.99.17]|g__Escherichia.s__Escherichia_coli	36.115	0
K03147: phosphomethylpyrimidine synthase [EC:4.1.99.17]|g__Polaromonas.s__Polaromonas_naphthalenivorans	7.397	0
K03147: phosphomethylpyrimidine synthase [EC:4.1.99.17]|g__Staphylococcus.s__Staphylococcus_epidermidis	14.798	0
K03148: sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]	41.901	0
K03148: sulfur carrier protein ThiS adenylyltransferase [EC:2.7.7.73]|g__Escherichia.s__Escherichia_coli	41.901	0
K03149: thiazole synthase [EC:2.8.1.10]	27.751	0
K03149: thiazole synthase [EC:2.8.1.10]|unclassified	27.751	0
K03150: 2-iminoacetate synthase [EC:4.1.99.19]	42.077	0
K03150: 2-iminoacetate synthase [EC:4.1.99.19]|g__Escherichia.s__Escherichia_coli	27.706	0
K03150: 2-iminoacetate synthase [EC:4.1.99.19]|g__Staphylococcus.s__Staphylococcus_epidermidis	14.37	0
K03168: DNA topoisomerase I [EC:5.6.2.1]	8.426	0
K03168: DNA topoisomerase I [EC:5.6.2.1]|unclassified	8.426	0
K03177: tRNA pseudouridine55 synthase [EC:5.4.99.25]	57.719	0
K03177: tRNA pseudouridine55 synthase [EC:5.4.99.25]|g__Chromobacterium.s__Chromobacterium_violaceum	42.932	0
K03177: tRNA pseudouridine55 synthase [EC:5.4.99.25]|g__Corynebacterium.s__Corynebacterium_glutamicum	14.787	0
K03179: 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	33.202	0
K03179: 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]|g__Polaromonas.s__Polaromonas_naphthalenivorans	33.202	0
K03181: chorismate--pyruvate lyase [EC:4.1.3.40]	18.887	0
K03181: chorismate--pyruvate lyase [EC:4.1.3.40]|unclassified	18.887	0
K03182: 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	12.347	0
K03182: 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]|unclassified	12.347	0
K03183: demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	64.283	0
K03183: demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]|g__Corynebacterium.s__Corynebacterium_glutamicum	36.837	0
K03183: demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]|g__Escherichia.s__Escherichia_coli	12.136	0
K03183: demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]|unclassified	15.31	0
K03184: 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	52.838	0
K03184: 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]|g__Chromobacterium.s__Chromobacterium_violaceum	52.838	0
K03185: 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	14.929	0
K03185: 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]|g__Escherichia.s__Escherichia_coli	14.929	0
K03188: urease accessory protein	136.511	0
K03188: urease accessory protein|g__Corynebacterium.s__Corynebacterium_glutamicum	101.828	0
K03188: urease accessory protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	34.683	0
K03189: urease accessory protein	31.576	0
K03189: urease accessory protein|unclassified	31.576	0
K03190: urease accessory protein	52.083	0
K03190: urease accessory protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	52.083	0
K03192: urease accessory protein	32.931	0
K03192: urease accessory protein|g__Chromobacterium.s__Chromobacterium_violaceum	20.294	0
K03192: urease accessory protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.637	0
K03194: type IV secretion system protein VirB1	18.344	0
K03194: type IV secretion system protein VirB1|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.344	0
K03207: colanic acid biosynthesis protein WcaH [EC:3.6.1.-]	18.344	0
K03207: colanic acid biosynthesis protein WcaH [EC:3.6.1.-]|g__Staphylococcus.s__Staphylococcus_epidermidis	18.344	0
K03210: preprotein translocase subunit YajC	1423.66	0
K03210: preprotein translocase subunit YajC|g__Escherichia.s__Escherichia_coli	1405.97	0
K03210: preprotein translocase subunit YajC|unclassified	17.691	0
K03215: 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	69.481	0
K03215: 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]|g__Escherichia.s__Escherichia_coli	45.291	0
K03215: 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.32	0
K03215: 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]|g__Staphylococcus.s__Staphylococcus_epidermidis	13.871	0
K03217: YidC/Oxa1 family membrane protein insertase	67.373	0
K03217: YidC/Oxa1 family membrane protein insertase|g__Chromobacterium.s__Chromobacterium_violaceum	24.833	0
K03217: YidC/Oxa1 family membrane protein insertase|g__Escherichia.s__Escherichia_coli	6.062	0
K03217: YidC/Oxa1 family membrane protein insertase|g__Roseobacter.s__Roseobacter_denitrificans	15.078	0
K03217: YidC/Oxa1 family membrane protein insertase|g__Staphylococcus.s__Staphylococcus_epidermidis	21.401	0
K03218: 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	169.614	0
K03218: 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]|g__Chromobacterium.s__Chromobacterium_violaceum	120.285	0
K03218: 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]|g__Escherichia.s__Escherichia_coli	37.553	0
K03218: 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.777	0
K03226: type III secretion protein R	29.821	0
K03226: type III secretion protein R|g__Chromobacterium.s__Chromobacterium_violaceum	29.821	0
K03227: type III secretion protein S	58.538	0
K03227: type III secretion protein S|g__Chromobacterium.s__Chromobacterium_violaceum	58.538	0
K03269: UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	33.646	0
K03269: UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]|g__Chromobacterium.s__Chromobacterium_violaceum	15.021	0
K03269: UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]|g__Escherichia.s__Escherichia_coli	18.625	0
K03271: D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	55.37	0
K03271: D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]|g__Chromobacterium.s__Chromobacterium_violaceum	55.37	0
K03273: D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	116.014	0
K03273: D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]|g__Escherichia.s__Escherichia_coli	116.014	0
K03274: ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	15.218	0
K03274: ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]|g__Chromobacterium.s__Chromobacterium_violaceum	7.805	0
K03274: ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]|g__Polaromonas.s__Polaromonas_naphthalenivorans	7.413	0
K03281: chloride channel protein, CIC family	22.826	0
K03281: chloride channel protein, CIC family|g__Escherichia.s__Escherichia_coli	22.826	0
K03284: magnesium transporter	28.438	0
K03284: magnesium transporter|g__Escherichia.s__Escherichia_coli	28.438	0
K03286: OmpA-OmpF porin, OOP family	19.227	0
K03286: OmpA-OmpF porin, OOP family|g__Escherichia.s__Escherichia_coli	19.227	0
K03292: glycoside/pentoside/hexuronide:cation symporter, GPH family	43.075	0
K03292: glycoside/pentoside/hexuronide:cation symporter, GPH family|g__Escherichia.s__Escherichia_coli	43.075	0
K03293: amino acid transporter, AAT family	25.142	0
K03293: amino acid transporter, AAT family|g__Escherichia.s__Escherichia_coli	25.142	0
K03299: gluconate:H+ symporter, GntP family	6.291	0
K03299: gluconate:H+ symporter, GntP family|unclassified	6.291	0
K03303: lactate permease	10.202	0
K03303: lactate permease|unclassified	10.202	0
K03304: tellurite resistance protein	34.638	0
K03304: tellurite resistance protein|unclassified	34.638	0
K03305: proton-dependent oligopeptide transporter, POT family	141.39	0
K03305: proton-dependent oligopeptide transporter, POT family|g__Escherichia.s__Escherichia_coli	141.39	0
K03306: inorganic phosphate transporter, PiT family	71.893	0
K03306: inorganic phosphate transporter, PiT family|g__Polaromonas.s__Polaromonas_naphthalenivorans	71.893	0
K03311: branched-chain amino acid:cation transporter, LIVCS family	44.985	0
K03311: branched-chain amino acid:cation transporter, LIVCS family|g__Corynebacterium.s__Corynebacterium_glutamicum	30.34	0
K03311: branched-chain amino acid:cation transporter, LIVCS family|g__Escherichia.s__Escherichia_coli	14.645	0
K03312: glutamate:Na+ symporter, ESS family	9.574	0
K03312: glutamate:Na+ symporter, ESS family|g__Chromobacterium.s__Chromobacterium_violaceum	9.574	0
K03313: Na+:H+ antiporter, NhaA family	21.805	0
K03313: Na+:H+ antiporter, NhaA family|g__Escherichia.s__Escherichia_coli	14.273	0
K03313: Na+:H+ antiporter, NhaA family|unclassified	7.532	0
K03319: divalent anion:Na+ symporter, DASS family	20.694	0
K03319: divalent anion:Na+ symporter, DASS family|unclassified	20.694	0
K03320: ammonium transporter, Amt family	48.762	0
K03320: ammonium transporter, Amt family|g__Corynebacterium.s__Corynebacterium_glutamicum	12.238	0
K03320: ammonium transporter, Amt family|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.524	0
K03326: C4-dicarboxylate transporter, DcuC family	11.251	0
K03326: C4-dicarboxylate transporter, DcuC family|unclassified	11.251	0
K03327: multidrug resistance protein, MATE family	14.838	0
K03327: multidrug resistance protein, MATE family|g__Roseobacter.s__Roseobacter_denitrificans	14.838	0
K03340: diaminopimelate dehydrogenase [EC:1.4.1.16]	89.622	0
K03340: diaminopimelate dehydrogenase [EC:1.4.1.16]|g__Corynebacterium.s__Corynebacterium_glutamicum	89.622	0
K03343: putrescine oxidase [EC:1.4.3.10]	19.995	0
K03343: putrescine oxidase [EC:1.4.3.10]|g__Corynebacterium.s__Corynebacterium_glutamicum	19.995	0
K03380: phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]	41.197	0
K03380: phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]|g__Corynebacterium.s__Corynebacterium_glutamicum	41.197	0
K03381: catechol 1,2-dioxygenase [EC:1.13.11.1]	23.282	0
K03381: catechol 1,2-dioxygenase [EC:1.13.11.1]|g__Escherichia.s__Escherichia_coli	23.282	0
K03386: peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	129.534	0
K03386: peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]|g__Chromobacterium.s__Chromobacterium_violaceum	32.882	0
K03386: peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]|g__Escherichia.s__Escherichia_coli	20.413	0
K03386: peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.937	0
K03386: peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]|g__Roseobacter.s__Roseobacter_denitrificans	45.302	0
K03387: NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]	15.292	0
K03387: NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]|g__Escherichia.s__Escherichia_coli	3.486	0
K03387: NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]|g__Polaromonas.s__Polaromonas_naphthalenivorans	3.483	0
K03387: NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]|unclassified	8.324	0
K03394: precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	16.901	0
K03394: precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.901	0
K03402: transcriptional regulator of arginine metabolism	18.176	0
K03402: transcriptional regulator of arginine metabolism|g__Escherichia.s__Escherichia_coli	18.176	0
K03408: purine-binding chemotaxis protein CheW	178.168	0
K03408: purine-binding chemotaxis protein CheW|g__Escherichia.s__Escherichia_coli	178.168	0
K03411: chemotaxis protein CheD [EC:3.5.1.44]	49.97	0
K03411: chemotaxis protein CheD [EC:3.5.1.44]|g__Chromobacterium.s__Chromobacterium_violaceum	49.97	0
K03412: two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	29.222	0
K03412: two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]|g__Chromobacterium.s__Chromobacterium_violaceum	21.658	0
K03412: two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]|unclassified	7.564	0
K03414: chemotaxis protein CheZ	134.734	0
K03414: chemotaxis protein CheZ|g__Escherichia.s__Escherichia_coli	134.734	0
K03415: two-component system, chemotaxis family, chemotaxis protein CheV	134.262	0
K03415: two-component system, chemotaxis family, chemotaxis protein CheV|g__Chromobacterium.s__Chromobacterium_violaceum	134.262	0
K03417: methylisocitrate lyase [EC:4.1.3.30]	60.454	0
K03417: methylisocitrate lyase [EC:4.1.3.30]|g__Corynebacterium.s__Corynebacterium_glutamicum	60.454	0
K03424: TatD DNase family protein [EC:3.1.21.-]	142.031	0
K03424: TatD DNase family protein [EC:3.1.21.-]|g__Corynebacterium.s__Corynebacterium_glutamicum	43.318	0
K03424: TatD DNase family protein [EC:3.1.21.-]|g__Escherichia.s__Escherichia_coli	98.713	0
K03427: type I restriction enzyme M protein [EC:2.1.1.72]	11.538	0
K03427: type I restriction enzyme M protein [EC:2.1.1.72]|unclassified	11.538	0
K03430: 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]	112.865	0
K03430: 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37]|g__Escherichia.s__Escherichia_coli	112.865	0
K03435: LacI family transcriptional regulator, fructose operon transcriptional repressor	4.459	0
K03435: LacI family transcriptional regulator, fructose operon transcriptional repressor|unclassified	4.459	0
K03439: tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	44.407	0
K03439: tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]|g__Roseobacter.s__Roseobacter_denitrificans	44.407	0
K03442: small conductance mechanosensitive channel	47.975	0
K03442: small conductance mechanosensitive channel|g__Chromobacterium.s__Chromobacterium_violaceum	10.966	0
K03442: small conductance mechanosensitive channel|g__Escherichia.s__Escherichia_coli	37.009	0
K03445: MFS transporter, DHA1 family, purine ribonucleoside efflux pump	84.983	0
K03445: MFS transporter, DHA1 family, purine ribonucleoside efflux pump|g__Staphylococcus.s__Staphylococcus_epidermidis	84.983	0
K03446: MFS transporter, DHA2 family, multidrug resistance protein	45.057	0
K03446: MFS transporter, DHA2 family, multidrug resistance protein|g__Escherichia.s__Escherichia_coli	45.057	0
K03449: MFS transporter, CP family, cyanate transporter	7.705	0
K03449: MFS transporter, CP family, cyanate transporter|unclassified	7.705	0
K03455: monovalent cation:H+ antiporter-2, CPA2 family	17.318	0
