# Gene Family	SRS1007613.rxn	tiny-test-data-mt.rxn
RXN-15163: NO_NAME|unclassified	76.922	0
RXN-15164: NO_NAME	76.922	0
RXN-15164: NO_NAME|unclassified	76.922	0
RXN-15165: NO_NAME	76.922	0
RXN-15165: NO_NAME|unclassified	76.922	0
RXN-15166: NO_NAME	76.922	0
RXN-15166: NO_NAME|unclassified	76.922	0
RXN-15167: NO_NAME	76.922	0
RXN-15167: NO_NAME|unclassified	76.922	0
RXN-15168: NO_NAME	76.922	0
RXN-15168: NO_NAME|unclassified	76.922	0
RXN-15169: NO_NAME	76.922	0
RXN-15169: NO_NAME|unclassified	76.922	0
RXN-15170: &alpha;-galactose transport by PTS	76.922	0
RXN-15170: &alpha;-galactose transport by PTS|unclassified	76.922	0
RXN-15171: NO_NAME	76.922	0
RXN-15171: NO_NAME|unclassified	76.922	0
RXN-15172: NO_NAME	76.922	0
RXN-15172: NO_NAME|unclassified	76.922	0
RXN-15173: NO_NAME	76.922	0
RXN-15173: NO_NAME|unclassified	76.922	0
RXN-15174: NO_NAME	76.922	0
RXN-15174: NO_NAME|unclassified	76.922	0
RXN-15175: NO_NAME	76.922	0
RXN-15175: NO_NAME|unclassified	76.922	0
RXN-15176: NO_NAME	76.922	0
RXN-15176: NO_NAME|unclassified	76.922	0
RXN-15177: NO_NAME	76.922	0
RXN-15177: NO_NAME|unclassified	76.922	0
RXN-15178: NO_NAME	76.922	0
RXN-15178: NO_NAME|unclassified	76.922	0
RXN-15180: NO_NAME	76.922	0
RXN-15180: NO_NAME|unclassified	76.922	0
RXN-15181: NO_NAME	76.922	0
RXN-15181: NO_NAME|unclassified	76.922	0
RXN-15182: NO_NAME	76.922	0
RXN-15182: NO_NAME|unclassified	76.922	0
RXN-15184: NO_NAME	76.922	0
RXN-15184: NO_NAME|unclassified	76.922	0
RXN-15185: NO_NAME	76.922	0
RXN-15185: NO_NAME|unclassified	76.922	0
RXN-15258: NO_NAME	18.857	0
RXN-15258: NO_NAME|unclassified	18.857	0
RXN-15261: dihydropterin deaminase	9.09	0
RXN-15261: dihydropterin deaminase|g__Roseobacter.s__Roseobacter_denitrificans	9.09	0
RXN-15275: NO_NAME	23.406	0
RXN-15275: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	23.406	0
RXN-15289: luteolin triglucoronide &beta;-glucuronidase	99.8	0
RXN-15289: luteolin triglucoronide &beta;-glucuronidase|g__Escherichia.s__Escherichia_coli	78.047	0
RXN-15289: luteolin triglucoronide &beta;-glucuronidase|unclassified	21.753	0
RXN-15291: luteolin monoglucuronide &beta;-glucuronidase	99.8	0
RXN-15291: luteolin monoglucuronide &beta;-glucuronidase|g__Escherichia.s__Escherichia_coli	78.047	0
RXN-15291: luteolin monoglucuronide &beta;-glucuronidase|unclassified	21.753	0
RXN-15294: NO_NAME	32.532	0
RXN-15294: NO_NAME|unclassified	32.532	0
RXN-15298: NO_NAME	234.151	0
RXN-15298: NO_NAME|g__Escherichia.s__Escherichia_coli	234.151	0
RXN-15309: NO_NAME	24.767	0
RXN-15309: NO_NAME|unclassified	24.767	0
RXN-15334: NO_NAME	76.922	0
RXN-15334: NO_NAME|unclassified	76.922	0
RXN-15358: NO_NAME	19.59	0
RXN-15358: NO_NAME|g__Escherichia.s__Escherichia_coli	19.59	0
RXN-15378: NO_NAME	198.947	0
RXN-15378: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	33.433	0
RXN-15378: NO_NAME|g__Escherichia.s__Escherichia_coli	126.678	0
RXN-15378: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.681	0
RXN-15378: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	7.834	0
RXN-15378: NO_NAME|unclassified	25.32	0
RXN-15479: NO_NAME	8.276	0
RXN-15479: NO_NAME|unclassified	8.276	0
RXN-15521: NO_NAME	458.519	0
RXN-15521: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	42.237	0
RXN-15521: NO_NAME|g__Escherichia.s__Escherichia_coli	151.931	0
RXN-15521: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	40.223	0
RXN-15521: NO_NAME|unclassified	224.128	0
RXN-15680: 3-benzyl-3,6-dihydroxy-6-(hydroxymethyl)-diketopiperazine glutathione S-transferase	156.011	0
RXN-15680: 3-benzyl-3,6-dihydroxy-6-(hydroxymethyl)-diketopiperazine glutathione S-transferase|g__Escherichia.s__Escherichia_coli	118.72	0
RXN-15680: 3-benzyl-3,6-dihydroxy-6-(hydroxymethyl)-diketopiperazine glutathione S-transferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	37.291	0
RXN-15727: NO_NAME	27.787	0
RXN-15727: NO_NAME|g__Escherichia.s__Escherichia_coli	27.787	0
RXN-15733: NO_NAME	140.189	0
RXN-15733: NO_NAME|g__Escherichia.s__Escherichia_coli	140.189	0
RXN-15740: NO_NAME	147.864	0
RXN-15740: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	16.096	0
RXN-15740: NO_NAME|g__Escherichia.s__Escherichia_coli	48.114	0
RXN-15740: NO_NAME|unclassified	83.654	0
RXN-15745: NO_NAME	147.864	0
RXN-15745: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	16.096	0
RXN-15745: NO_NAME|g__Escherichia.s__Escherichia_coli	48.114	0
RXN-15745: NO_NAME|unclassified	83.654	0
RXN-15816: NO_NAME	28.068	0
RXN-15816: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.706	0
RXN-15816: NO_NAME|unclassified	8.363	0
RXN-15818: NO_NAME	242.792	0
RXN-15818: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	8.505	0
RXN-15818: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	48.035	0
RXN-15818: NO_NAME|g__Escherichia.s__Escherichia_coli	93.798	0
RXN-15818: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.14	0
RXN-15818: NO_NAME|unclassified	80.314	0
RXN-15819: NO_NAME	93.025	0
RXN-15819: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
RXN-15819: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
RXN-15819: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
RXN-15819: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
RXN-15819: NO_NAME|unclassified	12.764	0
RXN-15822: NO_NAME	93.025	0
RXN-15822: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
RXN-15822: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
RXN-15822: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
RXN-15822: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
RXN-15822: NO_NAME|unclassified	12.764	0
RXN-15823: NO_NAME	242.792	0
RXN-15823: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	8.505	0
RXN-15823: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	48.035	0
RXN-15823: NO_NAME|g__Escherichia.s__Escherichia_coli	93.798	0
RXN-15823: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.14	0
RXN-15823: NO_NAME|unclassified	80.314	0
RXN-15829: NO_NAME	28.068	0
RXN-15829: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.706	0
RXN-15829: NO_NAME|unclassified	8.363	0
RXN-15830: NO_NAME	196.48	0
RXN-15830: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	6.564	0
RXN-15830: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	116.68	0
RXN-15830: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.739	0
RXN-15830: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	2.821	0
RXN-15830: NO_NAME|unclassified	55.675	0
RXN-15838: NO_NAME	25.881	0
RXN-15838: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	16.773	0
RXN-15838: NO_NAME|unclassified	9.109	0
RXN-15855: NO_NAME	93.025	0
RXN-15855: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
RXN-15855: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
RXN-15855: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
RXN-15855: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
RXN-15855: NO_NAME|unclassified	12.764	0
RXN-15878: NO_NAME	39.958	0
RXN-15878: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	8.574	0
RXN-15878: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.209	0
RXN-15878: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	23.174	0
RXN-15881: NO_NAME	309.908	0
RXN-15881: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	107.632	0
RXN-15881: NO_NAME|g__Escherichia.s__Escherichia_coli	150.681	0
RXN-15881: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	27.694	0
RXN-15881: NO_NAME|unclassified	23.9	0
RXN-15889: NO_NAME	626.138	0
RXN-15889: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	159.223	0
RXN-15889: NO_NAME|g__Escherichia.s__Escherichia_coli	71.082	0
RXN-15889: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	395.833	0
RXN-15893: NO_NAME	13.655	0
RXN-15893: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	13.655	0
RXN-15910: NO_NAME	68.094	0
RXN-15910: NO_NAME|unclassified	68.094	0
RXN-15943: NO_NAME	109.848	0
RXN-15943: NO_NAME|g__Escherichia.s__Escherichia_coli	109.848	0
RXN-16003: NO_NAME	61.494	0
RXN-16003: NO_NAME|unclassified	61.494	0
RXN-16009: NO_NAME	18.754	0
RXN-16009: NO_NAME|g__Escherichia.s__Escherichia_coli	18.754	0
RXN-16024: NO_NAME	940.468	0
RXN-16024: NO_NAME|g__Escherichia.s__Escherichia_coli	861.021	0
RXN-16024: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	33.464	0
RXN-16024: NO_NAME|unclassified	45.983	0
RXN-16025: NO_NAME	50.59	0
RXN-16025: NO_NAME|g__Escherichia.s__Escherichia_coli	50.59	0
RXN-16032: NO_NAME	50.59	0
RXN-16032: NO_NAME|g__Escherichia.s__Escherichia_coli	50.59	0
RXN-16063: NO_NAME	61.445	0
RXN-16063: NO_NAME|g__Escherichia.s__Escherichia_coli	61.445	0
RXN-16066: NO_NAME	50.59	0
RXN-16066: NO_NAME|g__Escherichia.s__Escherichia_coli	50.59	0
RXN-16067: NO_NAME	50.59	0
RXN-16067: NO_NAME|g__Escherichia.s__Escherichia_coli	50.59	0
RXN-16076: NO_NAME	50.59	0
RXN-16076: NO_NAME|g__Escherichia.s__Escherichia_coli	50.59	0
RXN-16077: NO_NAME	50.59	0
RXN-16077: NO_NAME|g__Escherichia.s__Escherichia_coli	50.59	0
RXN-16117: NO_NAME	940.468	0
RXN-16117: NO_NAME|g__Escherichia.s__Escherichia_coli	861.021	0
RXN-16117: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	33.464	0
RXN-16117: NO_NAME|unclassified	45.983	0
RXN-16118: NO_NAME	50.59	0
RXN-16118: NO_NAME|g__Escherichia.s__Escherichia_coli	50.59	0
RXN-16133: NO_NAME	185.901	0
RXN-16133: NO_NAME|g__Escherichia.s__Escherichia_coli	101.299	0
RXN-16133: NO_NAME|unclassified	84.601	0
RXN-16135: NO_NAME	670.747	0
RXN-16135: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	26.286	0
RXN-16135: NO_NAME|g__Escherichia.s__Escherichia_coli	408.182	0
RXN-16135: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	31.443	0
RXN-16135: NO_NAME|unclassified	204.836	0
RXN-16137: NO_NAME	75.006	0
RXN-16137: NO_NAME|g__Escherichia.s__Escherichia_coli	13.149	0
RXN-16137: NO_NAME|unclassified	61.857	0
RXN-16138: NO_NAME	35.941	0
RXN-16138: NO_NAME|g__Escherichia.s__Escherichia_coli	35.941	0
RXN-16139: NO_NAME	35.941	0
RXN-16139: NO_NAME|g__Escherichia.s__Escherichia_coli	35.941	0
RXN-16165: NO_NAME	279.958	0
RXN-16165: NO_NAME|g__Escherichia.s__Escherichia_coli	137.052	0
RXN-16165: NO_NAME|unclassified	142.905	0
RXN-1623: NO_NAME	50.59	0
RXN-1623: NO_NAME|g__Escherichia.s__Escherichia_coli	50.59	0
RXN-16281: NO_NAME	17.174	0
RXN-16281: NO_NAME|g__Escherichia.s__Escherichia_coli	17.174	0
RXN-16286: NO_NAME	5.828	0
RXN-16286: NO_NAME|unclassified	5.828	0
RXN-16380: NO_NAME	144.252	0
RXN-16380: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	41.538	0
RXN-16380: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.294	0
RXN-16380: NO_NAME|unclassified	67.42	0
RXN-16389: NO_NAME	144.252	0
RXN-16389: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	41.538	0
RXN-16389: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.294	0
RXN-16389: NO_NAME|unclassified	67.42	0
RXN-16393: NO_NAME	144.252	0
RXN-16393: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	41.538	0
RXN-16393: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.294	0
RXN-16393: NO_NAME|unclassified	67.42	0
RXN-16395: NO_NAME	61.445	0
RXN-16395: NO_NAME|g__Escherichia.s__Escherichia_coli	61.445	0
RXN-16401: NO_NAME	144.252	0
RXN-16401: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	41.538	0
RXN-16401: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.294	0
RXN-16401: NO_NAME|unclassified	67.42	0
RXN-16402: NO_NAME	144.252	0
RXN-16402: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	41.538	0
RXN-16402: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.294	0
RXN-16402: NO_NAME|unclassified	67.42	0
RXN-16415: NO_NAME	144.252	0
RXN-16415: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	41.538	0
RXN-16415: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.294	0
RXN-16415: NO_NAME|unclassified	67.42	0
RXN-16418: NO_NAME	144.252	0
RXN-16418: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	41.538	0
RXN-16418: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.294	0
RXN-16418: NO_NAME|unclassified	67.42	0
RXN-16420: NO_NAME	255.375	0
RXN-16420: NO_NAME|g__Escherichia.s__Escherichia_coli	115.43	0
RXN-16420: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.717	0
RXN-16420: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	6.828	0
RXN-16420: NO_NAME|unclassified	107.401	0
RXN-16427: NO_NAME	17.691	0
RXN-16427: NO_NAME|g__Escherichia.s__Escherichia_coli	17.691	0
RXN-16456: NO_NAME	17.691	0
RXN-16456: NO_NAME|g__Escherichia.s__Escherichia_coli	17.691	0
RXN-16471: NO_NAME	802.903	0
RXN-16471: NO_NAME|g__Escherichia.s__Escherichia_coli	430.829	0
RXN-16471: NO_NAME|unclassified	372.074	0
RXN-16614: NO_NAME	25.644	0
RXN-16614: NO_NAME|g__Escherichia.s__Escherichia_coli	15.251	0
RXN-16614: NO_NAME|unclassified	10.393	0
RXN-16615: NO_NAME	608.091	0
RXN-16615: NO_NAME|g__Escherichia.s__Escherichia_coli	513.532	0
RXN-16615: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
RXN-16615: NO_NAME|unclassified	85.224	0
RXN-16616: NO_NAME	187.168	0
RXN-16616: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN-16616: NO_NAME|g__Escherichia.s__Escherichia_coli	49.651	0
RXN-16616: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN-16616: NO_NAME|unclassified	67.46	0
RXN-16619: NO_NAME	63.555	0
RXN-16619: NO_NAME|g__Escherichia.s__Escherichia_coli	15.251	0
RXN-16619: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN-16619: NO_NAME|unclassified	10.393	0
RXN-16620: NO_NAME	152.657	0
RXN-16620: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN-16620: NO_NAME|g__Escherichia.s__Escherichia_coli	108.24	0
RXN-16620: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN-16621: NO_NAME	608.091	0
RXN-16621: NO_NAME|g__Escherichia.s__Escherichia_coli	513.532	0
RXN-16621: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
RXN-16621: NO_NAME|unclassified	85.224	0
RXN-16622: NO_NAME	187.168	0
RXN-16622: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN-16622: NO_NAME|g__Escherichia.s__Escherichia_coli	49.651	0
RXN-16622: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN-16622: NO_NAME|unclassified	67.46	0
RXN-16623: NO_NAME	63.555	0
RXN-16623: NO_NAME|g__Escherichia.s__Escherichia_coli	15.251	0
RXN-16623: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN-16623: NO_NAME|unclassified	10.393	0
RXN-16624: NO_NAME	152.657	0
RXN-16624: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN-16624: NO_NAME|g__Escherichia.s__Escherichia_coli	108.24	0
RXN-16624: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN-16625: NO_NAME	608.091	0
RXN-16625: NO_NAME|g__Escherichia.s__Escherichia_coli	513.532	0
RXN-16625: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
RXN-16625: NO_NAME|unclassified	85.224	0
RXN-16626: NO_NAME	187.168	0
RXN-16626: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN-16626: NO_NAME|g__Escherichia.s__Escherichia_coli	49.651	0
RXN-16626: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN-16626: NO_NAME|unclassified	67.46	0
RXN-16627: NO_NAME	63.555	0
RXN-16627: NO_NAME|g__Escherichia.s__Escherichia_coli	15.251	0
RXN-16627: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN-16627: NO_NAME|unclassified	10.393	0
RXN-16628: NO_NAME	152.657	0
RXN-16628: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN-16628: NO_NAME|g__Escherichia.s__Escherichia_coli	108.24	0
RXN-16628: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN-16629: NO_NAME	608.091	0
RXN-16629: NO_NAME|g__Escherichia.s__Escherichia_coli	513.532	0
RXN-16629: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	9.335	0
RXN-16629: NO_NAME|unclassified	85.224	0
RXN-16630: NO_NAME	187.168	0
RXN-16630: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	57.175	0
RXN-16630: NO_NAME|g__Escherichia.s__Escherichia_coli	49.651	0
RXN-16630: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.882	0
RXN-16630: NO_NAME|unclassified	67.46	0
RXN-16631: NO_NAME	63.555	0
RXN-16631: NO_NAME|g__Escherichia.s__Escherichia_coli	15.251	0
RXN-16631: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	37.91	0
RXN-16631: NO_NAME|unclassified	10.393	0
RXN-16632: NO_NAME	152.657	0
RXN-16632: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
RXN-16632: NO_NAME|g__Escherichia.s__Escherichia_coli	108.24	0
RXN-16632: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
RXN-16637: NO_NAME	89.169	0
RXN-16637: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	43.267	0
RXN-16637: NO_NAME|unclassified	45.902	0
RXN-16649: NO_NAME	283.917	0
RXN-16649: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	23.579	0
RXN-16649: NO_NAME|g__Escherichia.s__Escherichia_coli	158.601	0
RXN-16649: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	10.446	0
RXN-16649: NO_NAME|unclassified	91.291	0
RXN-16650: NO_NAME	458.519	0
RXN-16650: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	42.237	0
RXN-16650: NO_NAME|g__Escherichia.s__Escherichia_coli	151.931	0
RXN-16650: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	40.223	0
RXN-16650: NO_NAME|unclassified	224.128	0
RXN-16653: NO_NAME	93.025	0
RXN-16653: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
RXN-16653: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
RXN-16653: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
RXN-16653: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
RXN-16653: NO_NAME|unclassified	12.764	0
RXN-16654: NO_NAME	93.025	0
RXN-16654: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
RXN-16654: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
RXN-16654: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
RXN-16654: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
RXN-16654: NO_NAME|unclassified	12.764	0
RXN-16655: NO_NAME	93.025	0
RXN-16655: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
RXN-16655: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
RXN-16655: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
RXN-16655: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
RXN-16655: NO_NAME|unclassified	12.764	0
RXN-16656: NO_NAME	93.025	0
RXN-16656: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
RXN-16656: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
RXN-16656: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
RXN-16656: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
RXN-16656: NO_NAME|unclassified	12.764	0
RXN-16659: peptidoglycan transpeptidase (Gram-negative bacteria)	283.917	0
RXN-16659: peptidoglycan transpeptidase (Gram-negative bacteria)|g__Chromobacterium.s__Chromobacterium_violaceum	23.579	0
RXN-16659: peptidoglycan transpeptidase (Gram-negative bacteria)|g__Escherichia.s__Escherichia_coli	158.601	0
RXN-16659: peptidoglycan transpeptidase (Gram-negative bacteria)|g__Roseobacter.s__Roseobacter_denitrificans	10.446	0
RXN-16659: peptidoglycan transpeptidase (Gram-negative bacteria)|unclassified	91.291	0
RXN-16664: NO_NAME	624.354	0
RXN-16664: NO_NAME|g__Escherichia.s__Escherichia_coli	624.354	0
RXN-16759: NO_NAME	626.138	0
RXN-16759: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	159.223	0
RXN-16759: NO_NAME|g__Escherichia.s__Escherichia_coli	71.082	0
RXN-16759: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	395.833	0
RXN-1824: NO_NAME	18.093	0
RXN-1824: NO_NAME|unclassified	18.093	0
RXN-1826: starch phosphorylase	133.971	0
RXN-1826: starch phosphorylase|g__Escherichia.s__Escherichia_coli	4.117	0
RXN-1826: starch phosphorylase|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.147	0
RXN-1826: starch phosphorylase|unclassified	101.707	0
RXN-1828: NO_NAME	7.058	0
RXN-1828: NO_NAME|unclassified	7.058	0
RXN-1961: NO_NAME	64.797	0
RXN-1961: NO_NAME|unclassified	64.797	0
RXN-2043: NO_NAME	43.934	0
RXN-2043: NO_NAME|g__Escherichia.s__Escherichia_coli	20.154	0
RXN-2043: NO_NAME|unclassified	23.779	0
RXN-2102: NO_NAME	36.514	0
RXN-2102: NO_NAME|g__Escherichia.s__Escherichia_coli	36.514	0
RXN-2141: NO_NAME	68.094	0
RXN-2141: NO_NAME|unclassified	68.094	0
RXN-22: NO_NAME	141.602	0
RXN-22: NO_NAME|unclassified	141.602	0
RXN-2462: NO_NAME	57.617	0
RXN-2462: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	57.617	0
RXN-2464: NO_NAME	190.683	0
RXN-2464: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	88.457	0
RXN-2464: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	102.226	0
RXN-2901: NO_NAME	145.341	0
RXN-2901: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	77.957	0
RXN-2901: NO_NAME|g__Escherichia.s__Escherichia_coli	27.381	0
RXN-2901: NO_NAME|unclassified	40.002	0
RXN-2962: NO_NAME	50.542	0
RXN-2962: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	8.505	0
RXN-2962: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.14	0
RXN-2962: NO_NAME|unclassified	29.897	0
RXN-3443: NO_NAME	93.025	0
RXN-3443: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
RXN-3443: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
RXN-3443: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
RXN-3443: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
RXN-3443: NO_NAME|unclassified	12.764	0
RXN-3641: NO_NAME	18.468	0
RXN-3641: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	4.722	0
RXN-3641: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.746	0
RXN-37: NO_NAME	93.025	0
RXN-37: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
RXN-37: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
RXN-37: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
RXN-37: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
RXN-37: NO_NAME|unclassified	12.764	0
RXN-4142: NO_NAME	93.025	0
RXN-4142: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.966	0
RXN-4142: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.25	0
RXN-4142: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.747	0
RXN-4142: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	24.299	0
RXN-4142: NO_NAME|unclassified	12.764	0
RXN-5341: NO_NAME	55.532	0
