# Gene Family	SRS1007613.level4ec	tiny-test-data-mt.level4ec
2.7.7.7: DNA-directed DNA polymerase|unclassified	426.419	0
2.7.7.80: Molybdopterin-synthase adenylyltransferase	54.818	0
2.7.7.80: Molybdopterin-synthase adenylyltransferase|g__Escherichia.s__Escherichia_coli	54.818	0
2.7.7.87: L-threonylcarbamoyladenylate synthase	32.686	0
2.7.7.87: L-threonylcarbamoyladenylate synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	13.269	0
2.7.7.87: L-threonylcarbamoyladenylate synthase|g__Escherichia.s__Escherichia_coli	19.417	0
2.7.7.8: Polyribonucleotide nucleotidyltransferase	69.637	0
2.7.7.8: Polyribonucleotide nucleotidyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	58.312	0
2.7.7.8: Polyribonucleotide nucleotidyltransferase|g__Escherichia.s__Escherichia_coli	2.106	0
2.7.7.8: Polyribonucleotide nucleotidyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.219	0
2.7.7.99: NO_NAME	7.867	0
2.7.7.99: NO_NAME|unclassified	7.867	0
2.7.7.9: UTP--glucose-1-phosphate uridylyltransferase	303.05	0
2.7.7.9: UTP--glucose-1-phosphate uridylyltransferase|g__Escherichia.s__Escherichia_coli	264.324	0
2.7.7.9: UTP--glucose-1-phosphate uridylyltransferase|unclassified	38.725	0
2.7.7.n1: Adenosine monophosphate-protein transferase	22.3	0
2.7.7.n1: Adenosine monophosphate-protein transferase|g__Escherichia.s__Escherichia_coli	22.3	0
2.7.8.13: Phospho-N-acetylmuramoyl-pentapeptide-transferase	43.301	0
2.7.8.13: Phospho-N-acetylmuramoyl-pentapeptide-transferase|g__Escherichia.s__Escherichia_coli	17.46	0
2.7.8.13: Phospho-N-acetylmuramoyl-pentapeptide-transferase|unclassified	25.842	0
2.7.8.20: Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase	20.345	0
2.7.8.20: Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase|g__Escherichia.s__Escherichia_coli	13.722	0
2.7.8.20: Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase|unclassified	6.623	0
2.7.8.26: Adenosylcobinamide-GDP ribazoletransferase	72.224	0
2.7.8.26: Adenosylcobinamide-GDP ribazoletransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	28.065	0
2.7.8.26: Adenosylcobinamide-GDP ribazoletransferase|g__Escherichia.s__Escherichia_coli	44.159	0
2.7.8.31: Undecaprenyl-phosphate glucose phosphotransferase	92.67	0
2.7.8.31: Undecaprenyl-phosphate glucose phosphotransferase|g__Escherichia.s__Escherichia_coli	40.898	0
2.7.8.31: Undecaprenyl-phosphate glucose phosphotransferase|unclassified	51.772	0
2.7.8.33: N-acetylglucosaminephosphotransferase	44.81	0
2.7.8.33: N-acetylglucosaminephosphotransferase|g__Escherichia.s__Escherichia_coli	36.686	0
2.7.8.33: N-acetylglucosaminephosphotransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	8.124	0
2.7.8.37: Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase	46.523	0
2.7.8.37: Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase|g__Roseobacter.s__Roseobacter_denitrificans	46.523	0
2.7.8.42: Kdo(2)-lipid A phosphoethanolamine 7''-transferase	5.828	0
2.7.8.42: Kdo(2)-lipid A phosphoethanolamine 7''-transferase|unclassified	5.828	0
2.7.8.5: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	251.312	0
2.7.8.5: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	16.116	0
2.7.8.5: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase|g__Corynebacterium.s__Corynebacterium_glutamicum	56.576	0
2.7.8.5: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase|g__Escherichia.s__Escherichia_coli	178.62	0
2.7.8.7: Holo-[acyl-carrier-protein] synthase	626.138	0
2.7.8.7: Holo-[acyl-carrier-protein] synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	159.223	0
2.7.8.7: Holo-[acyl-carrier-protein] synthase|g__Escherichia.s__Escherichia_coli	71.082	0
2.7.8.7: Holo-[acyl-carrier-protein] synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	395.833	0
2.7.8.8: CDP-diacylglycerol--serine O-phosphatidyltransferase	134.411	0
2.7.8.8: CDP-diacylglycerol--serine O-phosphatidyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	16.555	0
2.7.8.8: CDP-diacylglycerol--serine O-phosphatidyltransferase|unclassified	117.855	0
2.7.9.2: Pyruvate, water dikinase	218.263	0
2.7.9.2: Pyruvate, water dikinase|g__Escherichia.s__Escherichia_coli	53.791	0
2.7.9.2: Pyruvate, water dikinase|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.75	0
2.7.9.2: Pyruvate, water dikinase|unclassified	133.722	0
2.7.9.3: Selenide, water dikinase	19.89	0
2.7.9.3: Selenide, water dikinase|unclassified	19.89	0
2.8.1.10: Thiazole synthase	27.751	0
2.8.1.10: Thiazole synthase|unclassified	27.751	0
2.8.1.1: Thiosulfate sulfurtransferase	137.892	0
2.8.1.1: Thiosulfate sulfurtransferase|g__Escherichia.s__Escherichia_coli	117.734	0
2.8.1.1: Thiosulfate sulfurtransferase|unclassified	20.158	0
2.8.1.2: 3-mercaptopyruvate sulfurtransferase	63.1	0
2.8.1.2: 3-mercaptopyruvate sulfurtransferase|g__Escherichia.s__Escherichia_coli	49.949	0
2.8.1.2: 3-mercaptopyruvate sulfurtransferase|unclassified	13.151	0
2.8.1.4: tRNA sulfurtransferase	32.191	0
2.8.1.4: tRNA sulfurtransferase|g__Escherichia.s__Escherichia_coli	12.882	0
2.8.1.4: tRNA sulfurtransferase|unclassified	19.309	0
2.8.1.6: Biotin synthase	79.832	0
2.8.1.6: Biotin synthase|g__Chromobacterium.s__Chromobacterium_violaceum	4.575	0
2.8.1.6: Biotin synthase|g__Escherichia.s__Escherichia_coli	41.28	0
2.8.1.6: Biotin synthase|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.461	0
2.8.1.6: Biotin synthase|unclassified	16.516	0
2.8.1.7: Cysteine desulfurase	309.908	0
2.8.1.7: Cysteine desulfurase|g__Corynebacterium.s__Corynebacterium_glutamicum	107.632	0
2.8.1.7: Cysteine desulfurase|g__Escherichia.s__Escherichia_coli	150.681	0
2.8.1.7: Cysteine desulfurase|g__Polaromonas.s__Polaromonas_naphthalenivorans	27.694	0
2.8.1.7: Cysteine desulfurase|unclassified	23.9	0
2.8.1.8: Lipoyl synthase	12.099	0
2.8.1.8: Lipoyl synthase|g__Roseobacter.s__Roseobacter_denitrificans	12.099	0
2.8.3.10: Citrate CoA-transferase	13.377	0
2.8.3.10: Citrate CoA-transferase|g__Escherichia.s__Escherichia_coli	13.377	0
2.8.3.15: Succinyl-CoA:(R)-benzylsuccinate CoA-transferase	28.152	0
2.8.3.15: Succinyl-CoA:(R)-benzylsuccinate CoA-transferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.738	0
2.8.3.15: Succinyl-CoA:(R)-benzylsuccinate CoA-transferase|g__Roseobacter.s__Roseobacter_denitrificans	3.414	0
2.8.3.19: CoA:oxalate CoA-transferase	31.238	0
2.8.3.19: CoA:oxalate CoA-transferase|g__Escherichia.s__Escherichia_coli	31.238	0
2.8.3.5: 3-oxoacid CoA-transferase	98.964	0
2.8.3.5: 3-oxoacid CoA-transferase|g__Escherichia.s__Escherichia_coli	21.401	0
2.8.3.5: 3-oxoacid CoA-transferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	47.965	0
2.8.3.5: 3-oxoacid CoA-transferase|unclassified	29.598	0
2.8.3.6: 3-oxoadipate CoA-transferase	81.867	0
2.8.3.6: 3-oxoadipate CoA-transferase|g__Corynebacterium.s__Corynebacterium_glutamicum	23.415	0
2.8.3.6: 3-oxoadipate CoA-transferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	58.452	0
2.8.3.8: Acetate CoA-transferase	27.787	0
2.8.3.8: Acetate CoA-transferase|g__Escherichia.s__Escherichia_coli	27.787	0
2.8.4.2: Arsenate-mycothiol transferase	39.806	0
2.8.4.2: Arsenate-mycothiol transferase|g__Corynebacterium.s__Corynebacterium_glutamicum	39.806	0
2.8.4.3: tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	39.226	0
2.8.4.3: tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase|g__Corynebacterium.s__Corynebacterium_glutamicum	39.226	0
2.8.4.4: [Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase	39.528	0
2.8.4.4: [Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase|g__Chromobacterium.s__Chromobacterium_violaceum	14.48	0
2.8.4.4: [Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase|g__Escherichia.s__Escherichia_coli	14.988	0
2.8.4.4: [Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.936	0
2.8.4.4: [Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase|g__Roseobacter.s__Roseobacter_denitrificans	3.124	0
2.9.1.1: L-seryl-tRNA(Sec) selenium transferase	249.925	0
2.9.1.1: L-seryl-tRNA(Sec) selenium transferase|g__Escherichia.s__Escherichia_coli	243.268	0
2.9.1.1: L-seryl-tRNA(Sec) selenium transferase|unclassified	6.656	0
3.1.1.11: Pectinesterase	36.514	0
3.1.1.11: Pectinesterase|g__Escherichia.s__Escherichia_coli	36.514	0
3.1.1.17: Gluconolactonase	53.541	0
3.1.1.17: Gluconolactonase|unclassified	53.541	0
3.1.1.1: Carboxylesterase	3.913	0
3.1.1.1: Carboxylesterase|unclassified	3.913	0
3.1.1.29: Aminoacyl-tRNA hydrolase	89.169	0
3.1.1.29: Aminoacyl-tRNA hydrolase|g__Chromobacterium.s__Chromobacterium_violaceum	43.267	0
3.1.1.29: Aminoacyl-tRNA hydrolase|unclassified	45.902	0
3.1.1.2: Arylesterase	61.445	0
3.1.1.2: Arylesterase|g__Escherichia.s__Escherichia_coli	61.445	0
3.1.1.31: 6-phosphogluconolactonase	45.24	0
3.1.1.31: 6-phosphogluconolactonase|g__Escherichia.s__Escherichia_coli	20.394	0
3.1.1.31: 6-phosphogluconolactonase|unclassified	24.846	0
3.1.1.32: Phospholipase A(1)	35.941	0
3.1.1.32: Phospholipase A(1)|g__Escherichia.s__Escherichia_coli	35.941	0
3.1.1.3: Triacylglycerol lipase	5.176	0
3.1.1.3: Triacylglycerol lipase|unclassified	5.176	0
3.1.1.45: Carboxymethylenebutenolidase	59.597	0
3.1.1.45: Carboxymethylenebutenolidase|g__Escherichia.s__Escherichia_coli	59.597	0
3.1.1.4: Phospholipase A(2)	35.941	0
3.1.1.4: Phospholipase A(2)|g__Escherichia.s__Escherichia_coli	35.941	0
3.1.1.57: 2-pyrone-4,6-dicarboxylate lactonase	57.617	0
3.1.1.57: 2-pyrone-4,6-dicarboxylate lactonase|g__Polaromonas.s__Polaromonas_naphthalenivorans	57.617	0
3.1.1.5: Lysophospholipase	61.445	0
3.1.1.5: Lysophospholipase|g__Escherichia.s__Escherichia_coli	61.445	0
3.1.1.61: Protein-glutamate methylesterase	64.672	0
3.1.1.61: Protein-glutamate methylesterase|g__Chromobacterium.s__Chromobacterium_violaceum	21.658	0
3.1.1.61: Protein-glutamate methylesterase|unclassified	43.014	0
3.1.1.85: Pimeloyl-[acyl-carrier protein] methyl ester esterase	24.058	0
3.1.1.85: Pimeloyl-[acyl-carrier protein] methyl ester esterase|g__Escherichia.s__Escherichia_coli	24.058	0
3.1.1.96: D-aminoacyl-tRNA deacylase	50.434	0
3.1.1.96: D-aminoacyl-tRNA deacylase|g__Corynebacterium.s__Corynebacterium_glutamicum	36.755	0
3.1.1.96: D-aminoacyl-tRNA deacylase|unclassified	13.679	0
3.1.11.1: Exodeoxyribonuclease I	35.291	0
3.1.11.1: Exodeoxyribonuclease I|g__Escherichia.s__Escherichia_coli	20.969	0
3.1.11.1: Exodeoxyribonuclease I|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.321	0
3.1.11.2: Exodeoxyribonuclease III	637.928	0
3.1.11.2: Exodeoxyribonuclease III|g__Chromobacterium.s__Chromobacterium_violaceum	23.647	0
3.1.11.2: Exodeoxyribonuclease III|g__Escherichia.s__Escherichia_coli	505.47	0
3.1.11.2: Exodeoxyribonuclease III|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.326	0
3.1.11.2: Exodeoxyribonuclease III|unclassified	89.485	0
3.1.11.5: Exodeoxyribonuclease V	583.359	0
3.1.11.5: Exodeoxyribonuclease V|g__Chromobacterium.s__Chromobacterium_violaceum	14.438	0
3.1.11.5: Exodeoxyribonuclease V|g__Escherichia.s__Escherichia_coli	231.696	0
3.1.11.5: Exodeoxyribonuclease V|unclassified	337.224	0
3.1.11.6: Exodeoxyribonuclease VII	636.809	0
3.1.11.6: Exodeoxyribonuclease VII|g__Chromobacterium.s__Chromobacterium_violaceum	10.84	0
3.1.11.6: Exodeoxyribonuclease VII|g__Escherichia.s__Escherichia_coli	591.884	0
3.1.11.6: Exodeoxyribonuclease VII|g__Polaromonas.s__Polaromonas_naphthalenivorans	34.085	0
3.1.13.1: Exoribonuclease II	179.523	0
3.1.13.1: Exoribonuclease II|g__Chromobacterium.s__Chromobacterium_violaceum	17.468	0
3.1.13.1: Exoribonuclease II|g__Escherichia.s__Escherichia_coli	131.902	0
3.1.13.1: Exoribonuclease II|unclassified	30.153	0
3.1.13.5: Ribonuclease D	38.745	0
3.1.13.5: Ribonuclease D|g__Escherichia.s__Escherichia_coli	38.745	0
3.1.2.12: S-formylglutathione hydrolase	201.068	0
3.1.2.12: S-formylglutathione hydrolase|g__Chromobacterium.s__Chromobacterium_violaceum	152.52	0
3.1.2.12: S-formylglutathione hydrolase|g__Escherichia.s__Escherichia_coli	20.643	0
3.1.2.12: S-formylglutathione hydrolase|g__Roseobacter.s__Roseobacter_denitrificans	19.782	0
3.1.2.12: S-formylglutathione hydrolase|unclassified	8.124	0
3.1.2.14: Oleoyl-[acyl-carrier-protein] hydrolase	61.445	0
3.1.2.14: Oleoyl-[acyl-carrier-protein] hydrolase|g__Escherichia.s__Escherichia_coli	61.445	0
3.1.2.2: Palmitoyl-CoA hydrolase	61.445	0
3.1.2.2: Palmitoyl-CoA hydrolase|g__Escherichia.s__Escherichia_coli	61.445	0
3.1.2.6: Hydroxyacylglutathione hydrolase	186.703	0
3.1.2.6: Hydroxyacylglutathione hydrolase|g__Chromobacterium.s__Chromobacterium_violaceum	41.978	0
3.1.2.6: Hydroxyacylglutathione hydrolase|g__Escherichia.s__Escherichia_coli	115.063	0
3.1.2.6: Hydroxyacylglutathione hydrolase|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.87	0
3.1.2.6: Hydroxyacylglutathione hydrolase|unclassified	3.791	0
3.1.21.2: Deoxyribonuclease IV	42.034	0
3.1.21.2: Deoxyribonuclease IV|g__Escherichia.s__Escherichia_coli	42.034	0
3.1.21.4: Type II site-specific deoxyribonuclease	10.906	0
3.1.21.4: Type II site-specific deoxyribonuclease|g__Escherichia.s__Escherichia_coli	10.906	0
3.1.21.7: Deoxyribonuclease V	81.749	0
3.1.21.7: Deoxyribonuclease V|g__Escherichia.s__Escherichia_coli	27.079	0
3.1.21.7: Deoxyribonuclease V|unclassified	54.67	0
3.1.26.12: Ribonuclease E	22.695	0
3.1.26.12: Ribonuclease E|g__Escherichia.s__Escherichia_coli	12.247	0
3.1.26.12: Ribonuclease E|unclassified	10.448	0
3.1.26.3: Ribonuclease III	48.38	0
3.1.26.3: Ribonuclease III|g__Chromobacterium.s__Chromobacterium_violaceum	38.585	0
3.1.26.3: Ribonuclease III|g__Corynebacterium.s__Corynebacterium_glutamicum	9.795	0
3.1.26.4: Ribonuclease H	300.677	0
3.1.26.4: Ribonuclease H|g__Escherichia.s__Escherichia_coli	47.829	0
3.1.26.4: Ribonuclease H|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.017	0
3.1.26.4: Ribonuclease H|g__Staphylococcus.s__Staphylococcus_epidermidis	136.598	0
3.1.26.4: Ribonuclease H|unclassified	90.233	0
3.1.27.3: Ribonuclease T(1)	16.314	0
3.1.27.3: Ribonuclease T(1)|unclassified	16.314	0
3.1.27.6: Enterobacter ribonuclease	78.798	0
3.1.27.6: Enterobacter ribonuclease|g__Chromobacterium.s__Chromobacterium_violaceum	40.957	0
3.1.27.6: Enterobacter ribonuclease|g__Escherichia.s__Escherichia_coli	37.841	0
3.1.3.10: Glucose-1-phosphatase	95.812	0
3.1.3.10: Glucose-1-phosphatase|g__Escherichia.s__Escherichia_coli	95.812	0
3.1.3.11: Fructose-bisphosphatase	253.194	0
3.1.3.11: Fructose-bisphosphatase|g__Escherichia.s__Escherichia_coli	179.665	0
3.1.3.11: Fructose-bisphosphatase|g__Polaromonas.s__Polaromonas_naphthalenivorans	57.058	0
3.1.3.11: Fructose-bisphosphatase|unclassified	16.471	0
3.1.3.15: Histidinol-phosphatase	26.874	0
3.1.3.15: Histidinol-phosphatase|g__Corynebacterium.s__Corynebacterium_glutamicum	26.874	0
3.1.3.16: Protein-serine/threonine phosphatase	102.429	0
3.1.3.16: Protein-serine/threonine phosphatase|g__Escherichia.s__Escherichia_coli	102.429	0
3.1.3.18: Phosphoglycolate phosphatase	186.589	0
3.1.3.18: Phosphoglycolate phosphatase|g__Chromobacterium.s__Chromobacterium_violaceum	18.245	0
3.1.3.18: Phosphoglycolate phosphatase|g__Escherichia.s__Escherichia_coli	106.749	0
3.1.3.18: Phosphoglycolate phosphatase|g__Roseobacter.s__Roseobacter_denitrificans	16.725	0
3.1.3.18: Phosphoglycolate phosphatase|unclassified	44.87	0
3.1.3.22: Mannitol-1-phosphatase	48.387	0
3.1.3.22: Mannitol-1-phosphatase|g__Escherichia.s__Escherichia_coli	48.387	0
3.1.3.23: Sugar-phosphatase	90.612	0
3.1.3.23: Sugar-phosphatase|g__Escherichia.s__Escherichia_coli	90.612	0
3.1.3.25: Inositol-phosphate phosphatase	118.937	0
3.1.3.25: Inositol-phosphate phosphatase|g__Chromobacterium.s__Chromobacterium_violaceum	110.521	0
3.1.3.25: Inositol-phosphate phosphatase|unclassified	8.416	0
3.1.3.26: 4-phytase	26.056	0
3.1.3.26: 4-phytase|g__Escherichia.s__Escherichia_coli	26.056	0
3.1.3.27: Phosphatidylglycerophosphatase	112.065	0
3.1.3.27: Phosphatidylglycerophosphatase|g__Escherichia.s__Escherichia_coli	81.909	0
3.1.3.27: Phosphatidylglycerophosphatase|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.156	0
3.1.3.2: Acid phosphatase	18.955	0
3.1.3.2: Acid phosphatase|unclassified	18.955	0
3.1.3.3: Phosphoserine phosphatase	50.397	0
3.1.3.3: Phosphoserine phosphatase|g__Chromobacterium.s__Chromobacterium_violaceum	17.152	0
3.1.3.3: Phosphoserine phosphatase|g__Escherichia.s__Escherichia_coli	22.249	0
3.1.3.3: Phosphoserine phosphatase|unclassified	10.996	0
3.1.3.45: 3-deoxy-manno-octulosonate-8-phosphatase	8.635	0
3.1.3.45: 3-deoxy-manno-octulosonate-8-phosphatase|unclassified	8.635	0
3.1.3.48: Protein-tyrosine-phosphatase	2179.727	0
3.1.3.48: Protein-tyrosine-phosphatase|g__Escherichia.s__Escherichia_coli	183.726	0
3.1.3.48: Protein-tyrosine-phosphatase|g__Staphylococcus.s__Staphylococcus_epidermidis	1990.29	0
3.1.3.48: Protein-tyrosine-phosphatase|unclassified	5.711	0
3.1.3.50: Sorbitol-6-phosphatase	48.387	0
3.1.3.50: Sorbitol-6-phosphatase|g__Escherichia.s__Escherichia_coli	48.387	0
3.1.3.5: 5'-nucleotidase	230.506	0
3.1.3.5: 5'-nucleotidase|g__Escherichia.s__Escherichia_coli	185.132	0
3.1.3.5: 5'-nucleotidase|unclassified	45.375	0
3.1.3.68: 2-deoxyglucose-6-phosphatase	48.387	0
3.1.3.68: 2-deoxyglucose-6-phosphatase|g__Escherichia.s__Escherichia_coli	48.387	0
3.1.3.6: 3'-nucleotidase	115.001	0
3.1.3.6: 3'-nucleotidase|g__Escherichia.s__Escherichia_coli	58.808	0
3.1.3.6: 3'-nucleotidase|unclassified	56.193	0
3.1.3.70: Mannosyl-3-phosphoglycerate phosphatase	24.811	0
3.1.3.70: Mannosyl-3-phosphoglycerate phosphatase|g__Escherichia.s__Escherichia_coli	24.811	0
3.1.3.73: Adenosylcobalamin/alpha-ribazole phosphatase	99.795	0
3.1.3.73: Adenosylcobalamin/alpha-ribazole phosphatase|g__Escherichia.s__Escherichia_coli	82.637	0
3.1.3.73: Adenosylcobalamin/alpha-ribazole phosphatase|unclassified	17.158	0
3.1.3.74: Pyridoxal phosphatase	38.999	0
3.1.3.74: Pyridoxal phosphatase|g__Escherichia.s__Escherichia_coli	38.999	0
3.1.3.7: 3'(2'),5'-bisphosphate nucleotidase	447.259	0
3.1.3.7: 3'(2'),5'-bisphosphate nucleotidase|g__Escherichia.s__Escherichia_coli	35.984	0
3.1.3.7: 3'(2'),5'-bisphosphate nucleotidase|g__Roseobacter.s__Roseobacter_denitrificans	36.69	0
3.1.3.7: 3'(2'),5'-bisphosphate nucleotidase|g__Staphylococcus.s__Staphylococcus_epidermidis	368.978	0
3.1.3.7: 3'(2'),5'-bisphosphate nucleotidase|unclassified	5.606	0
3.1.3.82: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	116.014	0
3.1.3.82: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase|g__Escherichia.s__Escherichia_coli	116.014	0
3.1.3.97: 3',5'-nucleoside bisphosphate phosphatase	18.754	0
3.1.3.97: 3',5'-nucleoside bisphosphate phosphatase|g__Escherichia.s__Escherichia_coli	18.754	0
3.1.31.1: Micrococcal nuclease	43.28	0
3.1.31.1: Micrococcal nuclease|g__Corynebacterium.s__Corynebacterium_glutamicum	43.28	0
3.1.4.14: [Acyl-carrier-protein] phosphodiesterase	174.965	0
3.1.4.14: [Acyl-carrier-protein] phosphodiesterase|g__Escherichia.s__Escherichia_coli	174.965	0
3.1.4.16: 2',3'-cyclic-nucleotide 2'-phosphodiesterase	43.66	0
3.1.4.16: 2',3'-cyclic-nucleotide 2'-phosphodiesterase|unclassified	43.66	0
3.1.4.1: Phosphodiesterase I	21.2	0
3.1.4.1: Phosphodiesterase I|g__Chromobacterium.s__Chromobacterium_violaceum	21.2	0
3.1.4.46: Glycerophosphodiester phosphodiesterase	19.151	0
3.1.4.46: Glycerophosphodiester phosphodiesterase|unclassified	19.151	0
3.1.4.52: Cyclic-guanylate-specific phosphodiesterase	467.663	0
3.1.4.52: Cyclic-guanylate-specific phosphodiesterase|g__Escherichia.s__Escherichia_coli	367.722	0
3.1.4.52: Cyclic-guanylate-specific phosphodiesterase|unclassified	99.941	0
3.1.4.53: 3',5'-cyclic-AMP phosphodiesterase	53.021	0
3.1.4.53: 3',5'-cyclic-AMP phosphodiesterase|g__Escherichia.s__Escherichia_coli	31.907	0
3.1.4.53: 3',5'-cyclic-AMP phosphodiesterase|g__Roseobacter.s__Roseobacter_denitrificans	21.114	0
3.1.4.58: NO_NAME	59.227	0
3.1.4.58: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	18.176	0
3.1.4.58: NO_NAME|g__Escherichia.s__Escherichia_coli	21.634	0
3.1.4.58: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	19.417	0
3.1.5.1: dGTPase	79.182	0
3.1.5.1: dGTPase|g__Escherichia.s__Escherichia_coli	79.182	0
3.1.6.1: Arylsulfatase	25.289	0
3.1.6.1: Arylsulfatase|unclassified	25.289	0
3.1.6.6: Choline-sulfatase	40.35	0
3.1.6.6: Choline-sulfatase|unclassified	40.35	0
3.1.7.2: Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	22.788	0
3.1.7.2: Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase|g__Chromobacterium.s__Chromobacterium_violaceum	10.796	0
3.1.7.2: Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.992	0
3.2.1.10: Oligo-1,6-glucosidase	15.89	0
3.2.1.10: Oligo-1,6-glucosidase|unclassified	15.89	0
3.2.1.170: Mannosylglycerate hydrolase	95.028	0
3.2.1.170: Mannosylglycerate hydrolase|g__Staphylococcus.s__Staphylococcus_epidermidis	95.028	0
3.2.1.172: Unsaturated rhamnogalacturonyl hydrolase	22.746	0
3.2.1.172: Unsaturated rhamnogalacturonyl hydrolase|unclassified	22.746	0
3.2.1.177: Alpha-D-xyloside xylohydrolase	39.384	0
3.2.1.177: Alpha-D-xyloside xylohydrolase|g__Escherichia.s__Escherichia_coli	39.384	0
3.2.1.17: Lysozyme	414.265	0
3.2.1.17: Lysozyme|g__Chromobacterium.s__Chromobacterium_violaceum	60.312	0
3.2.1.17: Lysozyme|g__Escherichia.s__Escherichia_coli	331.637	0
3.2.1.17: Lysozyme|unclassified	22.316	0
3.2.1.20: Alpha-glucosidase	68.094	0
3.2.1.20: Alpha-glucosidase|unclassified	68.094	0
3.2.1.21: Beta-glucosidase	55.532	0
3.2.1.21: Beta-glucosidase|g__Escherichia.s__Escherichia_coli	24.613	0
3.2.1.21: Beta-glucosidase|unclassified	30.919	0
3.2.1.22: Alpha-galactosidase	27.186	0
3.2.1.22: Alpha-galactosidase|g__Escherichia.s__Escherichia_coli	15.16	0
3.2.1.22: Alpha-galactosidase|unclassified	12.026	0
3.2.1.23: Beta-galactosidase	265.969	0
3.2.1.23: Beta-galactosidase|g__Escherichia.s__Escherichia_coli	145.717	0
3.2.1.23: Beta-galactosidase|unclassified	120.252	0
3.2.1.28: Alpha,alpha-trehalase	149.742	0
3.2.1.28: Alpha,alpha-trehalase|g__Escherichia.s__Escherichia_coli	98.401	0
3.2.1.28: Alpha,alpha-trehalase|unclassified	51.341	0
3.2.1.31: Beta-glucuronidase	99.8	0
3.2.1.31: Beta-glucuronidase|g__Escherichia.s__Escherichia_coli	78.047	0
3.2.1.31: Beta-glucuronidase|unclassified	21.753	0
3.2.1.41: Pullulanase	18.093	0
3.2.1.41: Pullulanase|unclassified	18.093	0
3.2.1.4: Cellulase	43.934	0
3.2.1.4: Cellulase|g__Escherichia.s__Escherichia_coli	20.154	0
3.2.1.4: Cellulase|unclassified	23.779	0
3.2.1.52: Beta-N-acetylhexosaminidase	53.552	0
3.2.1.52: Beta-N-acetylhexosaminidase|g__Chromobacterium.s__Chromobacterium_violaceum	5.077	0
3.2.1.52: Beta-N-acetylhexosaminidase|g__Escherichia.s__Escherichia_coli	22.698	0
3.2.1.52: Beta-N-acetylhexosaminidase|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.569	0
3.2.1.52: Beta-N-acetylhexosaminidase|unclassified	19.208	0
3.2.1.85: 6-phospho-beta-galactosidase	19.561	0
3.2.1.85: 6-phospho-beta-galactosidase|unclassified	19.561	0
3.2.1.86: 6-phospho-beta-glucosidase	246.08	0
3.2.1.86: 6-phospho-beta-glucosidase|g__Escherichia.s__Escherichia_coli	180.433	0
3.2.1.86: 6-phospho-beta-glucosidase|unclassified	65.648	0
3.2.1.93: Alpha,alpha-phosphotrehalase	85.921	0
3.2.1.93: Alpha,alpha-phosphotrehalase|g__Chromobacterium.s__Chromobacterium_violaceum	42.972	0
3.2.1.93: Alpha,alpha-phosphotrehalase|g__Escherichia.s__Escherichia_coli	15.731	0
