# Gene Family	SRS1007613.pfam	tiny-test-data-mt.pfam
PF04612: Type II secretion system (T2SS), protein M|g__Escherichia.s__Escherichia_coli	119.001	0
PF04612: Type II secretion system (T2SS), protein M|unclassified	51.718	0
PF04613: UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, LpxD	33.712	0
PF04613: UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, LpxD|g__Escherichia.s__Escherichia_coli	33.712	0
PF04632: Fusaric acid resistance protein family	152.793	0
PF04632: Fusaric acid resistance protein family|g__Chromobacterium.s__Chromobacterium_violaceum	40.636	0
PF04632: Fusaric acid resistance protein family|g__Escherichia.s__Escherichia_coli	50.968	0
PF04632: Fusaric acid resistance protein family|unclassified	61.188	0
PF04657: Putative inner membrane exporter, YdcZ	212.406	0
PF04657: Putative inner membrane exporter, YdcZ|g__Escherichia.s__Escherichia_coli	212.406	0
PF04688: SPP1 phage holin	74.957	0
PF04688: SPP1 phage holin|unclassified	74.957	0
PF04715: Anthranilate synthase component I, N terminal region	58.366	0
PF04715: Anthranilate synthase component I, N terminal region|g__Chromobacterium.s__Chromobacterium_violaceum	11.511	0
PF04715: Anthranilate synthase component I, N terminal region|g__Roseobacter.s__Roseobacter_denitrificans	34.629	0
PF04715: Anthranilate synthase component I, N terminal region|unclassified	12.226	0
PF04717: Type VI secretion system, phage-baseplate injector	268.376	0
PF04717: Type VI secretion system, phage-baseplate injector|g__Polaromonas.s__Polaromonas_naphthalenivorans	268.376	0
PF04728: Lipoprotein leucine-zipper	341.357	0
PF04728: Lipoprotein leucine-zipper|g__Escherichia.s__Escherichia_coli	341.357	0
PF04748: Divergent polysaccharide deacetylase	1373.806	0
PF04748: Divergent polysaccharide deacetylase|g__Escherichia.s__Escherichia_coli	1373.806	0
PF04751: Protein of unknown function (DUF615)	148.56	0
PF04751: Protein of unknown function (DUF615)|g__Chromobacterium.s__Chromobacterium_violaceum	35.226	0
PF04751: Protein of unknown function (DUF615)|g__Escherichia.s__Escherichia_coli	113.334	0
PF04752: ChaC-like protein	49.797	0
PF04752: ChaC-like protein|g__Escherichia.s__Escherichia_coli	49.797	0
PF04754: Putative transposase, YhgA-like	759.593	0
PF04754: Putative transposase, YhgA-like|g__Escherichia.s__Escherichia_coli	656.973	0
PF04754: Putative transposase, YhgA-like|unclassified	102.62	0
PF04760: Translation initiation factor IF-2, N-terminal region	31.978	0
PF04760: Translation initiation factor IF-2, N-terminal region|g__Escherichia.s__Escherichia_coli	31.978	0
PF04794: YdjC-like protein	489.02	0
PF04794: YdjC-like protein|g__Escherichia.s__Escherichia_coli	118.089	0
PF04794: YdjC-like protein|g__Staphylococcus.s__Staphylococcus_epidermidis	349.156	0
PF04794: YdjC-like protein|unclassified	21.776	0
PF04809: HupH hydrogenase expression protein, C-terminal conserved region	74.126	0
PF04809: HupH hydrogenase expression protein, C-terminal conserved region|g__Escherichia.s__Escherichia_coli	6.483	0
PF04809: HupH hydrogenase expression protein, C-terminal conserved region|g__Polaromonas.s__Polaromonas_naphthalenivorans	48.394	0
PF04809: HupH hydrogenase expression protein, C-terminal conserved region|g__Staphylococcus.s__Staphylococcus_epidermidis	19.25	0
PF04828: Glutathione-dependent formaldehyde-activating enzyme	111.702	0
PF04828: Glutathione-dependent formaldehyde-activating enzyme|g__Roseobacter.s__Roseobacter_denitrificans	75.463	0
PF04828: Glutathione-dependent formaldehyde-activating enzyme|unclassified	36.239	0
PF04851: Type III restriction enzyme, res subunit	230.477	0
PF04851: Type III restriction enzyme, res subunit|g__Corynebacterium.s__Corynebacterium_glutamicum	11.405	0
PF04851: Type III restriction enzyme, res subunit|g__Escherichia.s__Escherichia_coli	106.811	0
PF04851: Type III restriction enzyme, res subunit|g__Polaromonas.s__Polaromonas_naphthalenivorans	39.577	0
PF04851: Type III restriction enzyme, res subunit|g__Staphylococcus.s__Staphylococcus_epidermidis	43.837	0
PF04851: Type III restriction enzyme, res subunit|unclassified	28.848	0
PF04860: Phage portal protein	88.52	0
PF04860: Phage portal protein|g__Escherichia.s__Escherichia_coli	61.519	0
PF04860: Phage portal protein|unclassified	27.001	0
PF04865: Baseplate J-like protein	123.339	0
PF04865: Baseplate J-like protein|g__Escherichia.s__Escherichia_coli	119.235	0
PF04865: Baseplate J-like protein|unclassified	4.105	0
PF04879: Molybdopterin oxidoreductase Fe4S4 domain	295.403	0
PF04879: Molybdopterin oxidoreductase Fe4S4 domain|g__Escherichia.s__Escherichia_coli	65.506	0
PF04879: Molybdopterin oxidoreductase Fe4S4 domain|g__Roseobacter.s__Roseobacter_denitrificans	36.931	0
PF04879: Molybdopterin oxidoreductase Fe4S4 domain|unclassified	192.966	0
PF04888: Secretion system effector C (SseC) like family	71.488	0
PF04888: Secretion system effector C (SseC) like family|g__Chromobacterium.s__Chromobacterium_violaceum	71.488	0
PF04891: NifQ	29.483	0
PF04891: NifQ|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.483	0
PF04892: VanZ like family	17.616	0
PF04892: VanZ like family|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.616	0
PF04898: Glutamate synthase central domain	27.26	0
PF04898: Glutamate synthase central domain|unclassified	27.26	0
PF04909: Amidohydrolase	57.617	0
PF04909: Amidohydrolase|g__Polaromonas.s__Polaromonas_naphthalenivorans	57.617	0
PF04940: Sensors of blue-light using FAD	203.806	0
PF04940: Sensors of blue-light using FAD|g__Chromobacterium.s__Chromobacterium_violaceum	203.806	0
PF04945: YHS domain	41.99	0
PF04945: YHS domain|g__Escherichia.s__Escherichia_coli	1.725	0
PF04945: YHS domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	40.265	0
PF04952: Succinylglutamate desuccinylase / Aspartoacylase family	20.335	0
PF04952: Succinylglutamate desuccinylase / Aspartoacylase family|unclassified	20.335	0
PF04954: Siderophore-interacting protein	260.542	0
PF04954: Siderophore-interacting protein|g__Corynebacterium.s__Corynebacterium_glutamicum	180.363	0
PF04954: Siderophore-interacting protein|g__Escherichia.s__Escherichia_coli	80.179	0
PF04955: HupE / UreJ protein	32.931	0
PF04955: HupE / UreJ protein|g__Chromobacterium.s__Chromobacterium_violaceum	20.294	0
PF04955: HupE / UreJ protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	12.637	0
PF04956: TrbC/VIRB2 family	73.714	0
PF04956: TrbC/VIRB2 family|g__Polaromonas.s__Polaromonas_naphthalenivorans	73.714	0
PF04960: Glutaminase	148.242	0
PF04960: Glutaminase|g__Chromobacterium.s__Chromobacterium_violaceum	12.599	0
PF04960: Glutaminase|g__Escherichia.s__Escherichia_coli	118.704	0
PF04960: Glutaminase|unclassified	16.939	0
PF04962: KduI/IolB family	44.387	0
PF04962: KduI/IolB family|unclassified	44.387	0
PF04963: Sigma-54 factor, core binding domain	51.444	0
PF04963: Sigma-54 factor, core binding domain|g__Chromobacterium.s__Chromobacterium_violaceum	25.338	0
PF04963: Sigma-54 factor, core binding domain|unclassified	26.106	0
PF04965: Gene 25-like lysozyme	348.34	0
PF04965: Gene 25-like lysozyme|g__Chromobacterium.s__Chromobacterium_violaceum	98.15	0
PF04965: Gene 25-like lysozyme|g__Escherichia.s__Escherichia_coli	212.638	0
PF04965: Gene 25-like lysozyme|g__Polaromonas.s__Polaromonas_naphthalenivorans	37.553	0
PF04966: Carbohydrate-selective porin, OprB family	16.939	0
PF04966: Carbohydrate-selective porin, OprB family|unclassified	16.939	0
PF04972: BON domain	146.729	0
PF04972: BON domain|g__Escherichia.s__Escherichia_coli	95.029	0
PF04972: BON domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	43.674	0
PF04972: BON domain|unclassified	8.025	0
PF04973: Nicotinamide mononucleotide transporter	81.515	0
PF04973: Nicotinamide mononucleotide transporter|g__Escherichia.s__Escherichia_coli	66.087	0
PF04973: Nicotinamide mononucleotide transporter|unclassified	15.429	0
PF04976: DMSO reductase anchor subunit (DmsC)	54.417	0
PF04976: DMSO reductase anchor subunit (DmsC)|g__Escherichia.s__Escherichia_coli	32.179	0
PF04976: DMSO reductase anchor subunit (DmsC)|g__Staphylococcus.s__Staphylococcus_epidermidis	22.238	0
PF04983: RNA polymerase Rpb1, domain 3	75.946	0
PF04983: RNA polymerase Rpb1, domain 3|g__Chromobacterium.s__Chromobacterium_violaceum	28.54	0
PF04983: RNA polymerase Rpb1, domain 3|g__Escherichia.s__Escherichia_coli	40.345	0
PF04983: RNA polymerase Rpb1, domain 3|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.982	0
PF04983: RNA polymerase Rpb1, domain 3|g__Roseobacter.s__Roseobacter_denitrificans	4.079	0
PF04984: Phage tail sheath protein subtilisin-like domain	72.857	0
PF04984: Phage tail sheath protein subtilisin-like domain|g__Chromobacterium.s__Chromobacterium_violaceum	24.357	0
PF04984: Phage tail sheath protein subtilisin-like domain|g__Escherichia.s__Escherichia_coli	11.55	0
PF04984: Phage tail sheath protein subtilisin-like domain|unclassified	36.95	0
PF04994: TfoX C-terminal domain	11.245	0
PF04994: TfoX C-terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	11.245	0
PF04995: Heme exporter protein D (CcmD)	26.188	0
PF04995: Heme exporter protein D (CcmD)|unclassified	26.188	0
PF04996: Succinylarginine dihydrolase	75.523	0
PF04996: Succinylarginine dihydrolase|g__Chromobacterium.s__Chromobacterium_violaceum	15.346	0
PF04996: Succinylarginine dihydrolase|g__Escherichia.s__Escherichia_coli	45.156	0
PF04996: Succinylarginine dihydrolase|unclassified	15.021	0
PF04997: RNA polymerase Rpb1, domain 1	117.995	0
PF04997: RNA polymerase Rpb1, domain 1|g__Chromobacterium.s__Chromobacterium_violaceum	28.54	0
PF04997: RNA polymerase Rpb1, domain 1|g__Escherichia.s__Escherichia_coli	71.986	0
PF04997: RNA polymerase Rpb1, domain 1|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.982	0
PF04997: RNA polymerase Rpb1, domain 1|g__Roseobacter.s__Roseobacter_denitrificans	4.079	0
PF04997: RNA polymerase Rpb1, domain 1|unclassified	10.408	0
PF04998: RNA polymerase Rpb1, domain 5	75.996	0
PF04998: RNA polymerase Rpb1, domain 5|g__Chromobacterium.s__Chromobacterium_violaceum	28.54	0
PF04998: RNA polymerase Rpb1, domain 5|g__Escherichia.s__Escherichia_coli	18.878	0
PF04998: RNA polymerase Rpb1, domain 5|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.982	0
PF04998: RNA polymerase Rpb1, domain 5|g__Roseobacter.s__Roseobacter_denitrificans	4.079	0
PF04998: RNA polymerase Rpb1, domain 5|unclassified	21.517	0
PF04999: Cell division protein FtsL	31.845	0
PF04999: Cell division protein FtsL|g__Escherichia.s__Escherichia_coli	31.845	0
PF05000: RNA polymerase Rpb1, domain 4	54.479	0
PF05000: RNA polymerase Rpb1, domain 4|g__Chromobacterium.s__Chromobacterium_violaceum	28.54	0
PF05000: RNA polymerase Rpb1, domain 4|g__Escherichia.s__Escherichia_coli	18.878	0
PF05000: RNA polymerase Rpb1, domain 4|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.982	0
PF05000: RNA polymerase Rpb1, domain 4|g__Roseobacter.s__Roseobacter_denitrificans	4.079	0
PF05013: N-formylglutamate amidohydrolase	97.546	0
PF05013: N-formylglutamate amidohydrolase|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.226	0
PF05013: N-formylglutamate amidohydrolase|g__Roseobacter.s__Roseobacter_denitrificans	80.32	0
PF05025: RbsD / FucU transport protein family	30.939	0
PF05025: RbsD / FucU transport protein family|unclassified	30.939	0
PF05035: 2-keto-3-deoxy-galactonokinase	370.336	0
PF05035: 2-keto-3-deoxy-galactonokinase|g__Escherichia.s__Escherichia_coli	370.336	0
PF05036: Sporulation related domain	390.826	0
PF05036: Sporulation related domain|g__Chromobacterium.s__Chromobacterium_violaceum	94.586	0
PF05036: Sporulation related domain|g__Escherichia.s__Escherichia_coli	43.733	0
PF05036: Sporulation related domain|g__Staphylococcus.s__Staphylococcus_epidermidis	133.39	0
PF05036: Sporulation related domain|unclassified	119.117	0
PF05066: HB1, ASXL, restriction endonuclease HTH domain	18.365	0
PF05066: HB1, ASXL, restriction endonuclease HTH domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.365	0
PF05068: Mannitol repressor	76.436	0
PF05068: Mannitol repressor|g__Escherichia.s__Escherichia_coli	49.721	0
PF05068: Mannitol repressor|g__Staphylococcus.s__Staphylococcus_epidermidis	26.715	0
PF05069: Phage virion morphogenesis family	63.184	0
PF05069: Phage virion morphogenesis family|g__Escherichia.s__Escherichia_coli	63.184	0
PF05099: Tellurite resistance protein TerB	53.434	0
PF05099: Tellurite resistance protein TerB|g__Escherichia.s__Escherichia_coli	53.434	0
PF05103: DivIVA protein	17.698	0
PF05103: DivIVA protein|g__Staphylococcus.s__Staphylococcus_epidermidis	17.698	0
PF05108: Type VII secretion system ESX-1, transport TM domain B	32.553	0
PF05108: Type VII secretion system ESX-1, transport TM domain B|g__Corynebacterium.s__Corynebacterium_glutamicum	32.553	0
PF05125: Phage major capsid protein, P2 family	58.133	0
PF05125: Phage major capsid protein, P2 family|unclassified	58.133	0
PF05128: Domain of unknown function (DUF697)	54.005	0
PF05128: Domain of unknown function (DUF697)|g__Escherichia.s__Escherichia_coli	54.005	0
PF05130: FlgN protein	171.361	0
PF05130: FlgN protein|g__Chromobacterium.s__Chromobacterium_violaceum	150.21	0
PF05130: FlgN protein|unclassified	21.151	0
PF05134: Type II secretion system (T2SS), protein L	69.754	0
PF05134: Type II secretion system (T2SS), protein L|g__Escherichia.s__Escherichia_coli	39.695	0
PF05134: Type II secretion system (T2SS), protein L|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.059	0
PF05136: Phage portal protein, lambda family	38.354	0
PF05136: Phage portal protein, lambda family|g__Escherichia.s__Escherichia_coli	11.416	0
PF05136: Phage portal protein, lambda family|unclassified	26.938	0
PF05138: Phenylacetic acid catabolic protein	86.749	0
PF05138: Phenylacetic acid catabolic protein|g__Escherichia.s__Escherichia_coli	29.038	0
PF05138: Phenylacetic acid catabolic protein|unclassified	57.71	0
PF05139: Erythromycin esterase	11.919	0
PF05139: Erythromycin esterase|unclassified	11.919	0
PF05140: ResB-like family	46.02	0
PF05140: ResB-like family|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.73	0
PF05140: ResB-like family|unclassified	25.29	0
PF05145: Transition state regulatory protein AbrB	16.856	0
PF05145: Transition state regulatory protein AbrB|unclassified	16.856	0
PF05157: Type II secretion system (T2SS), protein E, N-terminal domain	158.063	0
PF05157: Type II secretion system (T2SS), protein E, N-terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	24.225	0
PF05157: Type II secretion system (T2SS), protein E, N-terminal domain|g__Escherichia.s__Escherichia_coli	62.071	0
PF05157: Type II secretion system (T2SS), protein E, N-terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.805	0
PF05157: Type II secretion system (T2SS), protein E, N-terminal domain|unclassified	45.962	0
PF05163: DinB family	248.104	0
PF05163: DinB family|g__Polaromonas.s__Polaromonas_naphthalenivorans	248.104	0
PF05164: Cell division protein ZapA	116.368	0
PF05164: Cell division protein ZapA|g__Roseobacter.s__Roseobacter_denitrificans	39.025	0
PF05164: Cell division protein ZapA|g__Staphylococcus.s__Staphylococcus_epidermidis	29.486	0
PF05164: Cell division protein ZapA|unclassified	47.857	0
PF05167: Uncharacterised ACR (DUF711)	41.575	0
PF05167: Uncharacterised ACR (DUF711)|unclassified	41.575	0
PF05170: AsmA family	111.358	0
PF05170: AsmA family|g__Escherichia.s__Escherichia_coli	65.053	0
PF05170: AsmA family|unclassified	46.305	0
PF05173: Dihydrodipicolinate reductase, C-terminus	28.632	0
PF05173: Dihydrodipicolinate reductase, C-terminus|g__Chromobacterium.s__Chromobacterium_violaceum	28.632	0
PF05175: Methyltransferase small domain	148.1	0
PF05175: Methyltransferase small domain|g__Escherichia.s__Escherichia_coli	92.55	0
PF05175: Methyltransferase small domain|unclassified	55.55	0
PF05188: MutS domain II	31.141	0
PF05188: MutS domain II|g__Escherichia.s__Escherichia_coli	20.602	0
PF05188: MutS domain II|g__Roseobacter.s__Roseobacter_denitrificans	10.54	0
PF05189: RNA 3'-terminal phosphate cyclase (RTC), insert domain	12.597	0
PF05189: RNA 3'-terminal phosphate cyclase (RTC), insert domain|g__Escherichia.s__Escherichia_coli	12.597	0
PF05190: MutS family domain IV	31.141	0
PF05190: MutS family domain IV|g__Escherichia.s__Escherichia_coli	20.602	0
PF05190: MutS family domain IV|g__Roseobacter.s__Roseobacter_denitrificans	10.54	0
PF05191: Adenylate kinase, active site lid	130.333	0
PF05191: Adenylate kinase, active site lid|g__Roseobacter.s__Roseobacter_denitrificans	130.333	0
PF05192: MutS domain III	31.141	0
PF05192: MutS domain III|g__Escherichia.s__Escherichia_coli	20.602	0
PF05192: MutS domain III|g__Roseobacter.s__Roseobacter_denitrificans	10.54	0
PF05193: Peptidase M16 inactive domain	134.388	0
PF05193: Peptidase M16 inactive domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	42.106	0
PF05193: Peptidase M16 inactive domain|g__Roseobacter.s__Roseobacter_denitrificans	60.688	0
PF05193: Peptidase M16 inactive domain|unclassified	31.594	0
PF05194: UreE urease accessory protein, C-terminal domain	101.831	0
PF05194: UreE urease accessory protein, C-terminal domain|g__Roseobacter.s__Roseobacter_denitrificans	101.831	0
PF05198: Translation initiation factor IF-3, N-terminal domain	130.213	0
PF05198: Translation initiation factor IF-3, N-terminal domain|g__Corynebacterium.s__Corynebacterium_glutamicum	87.243	0
PF05198: Translation initiation factor IF-3, N-terminal domain|unclassified	42.97	0
PF05199: GMC oxidoreductase	31.56	0
PF05199: GMC oxidoreductase|unclassified	31.56	0
PF05201: Glutamyl-tRNAGlu reductase, N-terminal domain	182.857	0
PF05201: Glutamyl-tRNAGlu reductase, N-terminal domain|g__Chromobacterium.s__Chromobacterium_violaceum	9.985	0
PF05201: Glutamyl-tRNAGlu reductase, N-terminal domain|g__Escherichia.s__Escherichia_coli	142.163	0
PF05201: Glutamyl-tRNAGlu reductase, N-terminal domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.709	0
PF05209: Septum formation inhibitor MinC, N-terminal domain	7.977	0
PF05209: Septum formation inhibitor MinC, N-terminal domain|unclassified	7.977	0
PF05221: S-adenosyl-L-homocysteine hydrolase	36.227	0
PF05221: S-adenosyl-L-homocysteine hydrolase|g__Chromobacterium.s__Chromobacterium_violaceum	11.607	0
PF05221: S-adenosyl-L-homocysteine hydrolase|g__Corynebacterium.s__Corynebacterium_glutamicum	21.615	0
PF05221: S-adenosyl-L-homocysteine hydrolase|g__Roseobacter.s__Roseobacter_denitrificans	3.004	0
PF05222: Alanine dehydrogenase/PNT, N-terminal domain	55.957	0
PF05222: Alanine dehydrogenase/PNT, N-terminal domain|g__Escherichia.s__Escherichia_coli	37.113	0
PF05222: Alanine dehydrogenase/PNT, N-terminal domain|g__Roseobacter.s__Roseobacter_denitrificans	18.844	0
PF05231: MASE1	70.64	0
PF05231: MASE1|g__Escherichia.s__Escherichia_coli	53.977	0
PF05231: MASE1|g__Staphylococcus.s__Staphylococcus_epidermidis	16.664	0
PF05232: Chlorhexidine efflux transporter	438.453	0
PF05232: Chlorhexidine efflux transporter|g__Chromobacterium.s__Chromobacterium_violaceum	16.314	0
PF05232: Chlorhexidine efflux transporter|g__Escherichia.s__Escherichia_coli	42.368	0
PF05232: Chlorhexidine efflux transporter|g__Polaromonas.s__Polaromonas_naphthalenivorans	379.771	0
PF05235: CHAD domain	29.457	0
PF05235: CHAD domain|unclassified	29.457	0
PF05239: PRC-barrel domain	41.427	0
PF05239: PRC-barrel domain|g__Chromobacterium.s__Chromobacterium_violaceum	23.415	0
PF05239: PRC-barrel domain|g__Escherichia.s__Escherichia_coli	18.012	0
PF05247: Flagellar transcriptional activator (FlhD)	62.197	0
PF05247: Flagellar transcriptional activator (FlhD)|g__Escherichia.s__Escherichia_coli	62.197	0
PF05257: CHAP domain	83.263	0
PF05257: CHAP domain|g__Escherichia.s__Escherichia_coli	38.744	0
PF05257: CHAP domain|g__Staphylococcus.s__Staphylococcus_epidermidis	44.518	0
PF05275: Copper resistance protein B precursor (CopB)	48.664	0
PF05275: Copper resistance protein B precursor (CopB)|g__Escherichia.s__Escherichia_coli	12.516	0
PF05275: Copper resistance protein B precursor (CopB)|unclassified	36.148	0
PF05292: Malonyl-CoA decarboxylase C-terminal domain	46.201	0
PF05292: Malonyl-CoA decarboxylase C-terminal domain|unclassified	46.201	0
PF05299: M61 glycyl aminopeptidase	63.101	0
PF05299: M61 glycyl aminopeptidase|g__Polaromonas.s__Polaromonas_naphthalenivorans	63.101	0
PF05321: Haemolysin expression modulating protein	49.143	0
PF05321: Haemolysin expression modulating protein|g__Escherichia.s__Escherichia_coli	49.143	0
PF05336: L-rhamnose mutarotase	19.706	0
PF05336: L-rhamnose mutarotase|unclassified	19.706	0
PF05343: M42 glutamyl aminopeptidase	283.774	0
PF05343: M42 glutamyl aminopeptidase|g__Escherichia.s__Escherichia_coli	249.691	0
PF05343: M42 glutamyl aminopeptidase|unclassified	34.083	0
PF05359: Domain of Unknown Function (DUF748)	14.214	0
PF05359: Domain of Unknown Function (DUF748)|unclassified	14.214	0
PF05362: Lon protease (S16) C-terminal proteolytic domain	297.433	0
PF05362: Lon protease (S16) C-terminal proteolytic domain|g__Chromobacterium.s__Chromobacterium_violaceum	3.944	0
PF05362: Lon protease (S16) C-terminal proteolytic domain|g__Escherichia.s__Escherichia_coli	170.606	0
PF05362: Lon protease (S16) C-terminal proteolytic domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.337	0
PF05362: Lon protease (S16) C-terminal proteolytic domain|g__Roseobacter.s__Roseobacter_denitrificans	5.647	0
PF05362: Lon protease (S16) C-terminal proteolytic domain|g__Staphylococcus.s__Staphylococcus_epidermidis	57.975	0
PF05362: Lon protease (S16) C-terminal proteolytic domain|unclassified	32.923	0
PF05368: NmrA-like family	9.026	0
PF05368: NmrA-like family|g__Escherichia.s__Escherichia_coli	9.026	0
PF05400: Flagellar protein FliT	32.101	0
PF05400: Flagellar protein FliT|g__Chromobacterium.s__Chromobacterium_violaceum	32.101	0
PF05406: WGR domain	15.726	0
PF05406: WGR domain|unclassified	15.726	0
PF05425: Copper resistance protein D	79.762	0
PF05425: Copper resistance protein D|g__Escherichia.s__Escherichia_coli	36.937	0
PF05425: Copper resistance protein D|unclassified	42.825	0
PF05433: Glycine zipper 2TM domain	199.879	0
PF05433: Glycine zipper 2TM domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	199.879	0
PF05472: DNA replication terminus site-binding protein (Ter protein)	5.968	0
PF05472: DNA replication terminus site-binding protein (Ter protein)|unclassified	5.968	0
PF05480: Staphylococcus haemolytic protein	568.654	0
PF05480: Staphylococcus haemolytic protein|g__Staphylococcus.s__Staphylococcus_epidermidis	568.654	0
PF05488: PAAR motif	64.83	0
PF05488: PAAR motif|g__Escherichia.s__Escherichia_coli	64.83	0
PF05489: Phage Tail Protein X	64.203	0
PF05489: Phage Tail Protein X|g__Chromobacterium.s__Chromobacterium_violaceum	64.203	0
PF05491: RuvB C-terminal winged helix domain	151.998	0
PF05491: RuvB C-terminal winged helix domain|g__Chromobacterium.s__Chromobacterium_violaceum	14.396	0
PF05491: RuvB C-terminal winged helix domain|g__Corynebacterium.s__Corynebacterium_glutamicum	16.246	0
PF05491: RuvB C-terminal winged helix domain|g__Escherichia.s__Escherichia_coli	51.139	0
PF05491: RuvB C-terminal winged helix domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	3.965	0
PF05491: RuvB C-terminal winged helix domain|g__Roseobacter.s__Roseobacter_denitrificans	52.647	0
PF05491: RuvB C-terminal winged helix domain|g__Staphylococcus.s__Staphylococcus_epidermidis	13.604	0
PF05495: CHY zinc finger	132.833	0
PF05495: CHY zinc finger|g__Corynebacterium.s__Corynebacterium_glutamicum	132.833	0
PF05496: Holliday junction DNA helicase RuvB P-loop domain	201.48	0
PF05496: Holliday junction DNA helicase RuvB P-loop domain|g__Chromobacterium.s__Chromobacterium_violaceum	14.396	0
PF05496: Holliday junction DNA helicase RuvB P-loop domain|g__Corynebacterium.s__Corynebacterium_glutamicum	16.246	0
PF05496: Holliday junction DNA helicase RuvB P-loop domain|g__Escherichia.s__Escherichia_coli	100.622	0
PF05496: Holliday junction DNA helicase RuvB P-loop domain|g__Polaromonas.s__Polaromonas_naphthalenivorans	3.965	0
PF05496: Holliday junction DNA helicase RuvB P-loop domain|g__Roseobacter.s__Roseobacter_denitrificans	52.647	0
PF05496: Holliday junction DNA helicase RuvB P-loop domain|g__Staphylococcus.s__Staphylococcus_epidermidis	13.604	0
PF05524: PEP-utilising enzyme, N-terminal	122.095	0
PF05524: PEP-utilising enzyme, N-terminal|g__Escherichia.s__Escherichia_coli	100.111	0
PF05524: PEP-utilising enzyme, N-terminal|g__Staphylococcus.s__Staphylococcus_epidermidis	11.15	0
PF05524: PEP-utilising enzyme, N-terminal|unclassified	10.834	0
PF05525: Branched-chain amino acid transport protein	120.568	0
PF05525: Branched-chain amino acid transport protein|g__Corynebacterium.s__Corynebacterium_glutamicum	30.34	0
PF05525: Branched-chain amino acid transport protein|g__Escherichia.s__Escherichia_coli	14.645	0
PF05525: Branched-chain amino acid transport protein|unclassified	75.583	0
PF05534: HicB family	995.144	0
PF05534: HicB family|g__Escherichia.s__Escherichia_coli	995.144	0
PF05552: Conserved TM helix	95.718	0
PF05552: Conserved TM helix|g__Escherichia.s__Escherichia_coli	84.106	0
PF05552: Conserved TM helix|unclassified	11.612	0
PF05593: RHS Repeat	236.954	0
PF05593: RHS Repeat|g__Chromobacterium.s__Chromobacterium_violaceum	29.333	0
PF05593: RHS Repeat|g__Escherichia.s__Escherichia_coli	126.501	0
PF05593: RHS Repeat|unclassified	81.121	0
PF05598: Transposase domain (DUF772)	151.692	0
PF05598: Transposase domain (DUF772)|g__Escherichia.s__Escherichia_coli	15.986	0
PF05598: Transposase domain (DUF772)|g__Polaromonas.s__Polaromonas_naphthalenivorans	111.208	0
PF05598: Transposase domain (DUF772)|g__Roseobacter.s__Roseobacter_denitrificans	24.498	0
PF05621: Bacterial TniB protein	98.57	0
PF05621: Bacterial TniB protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	98.57	0
PF05656: Protein of unknown function (DUF805)	1044.106	0
PF05656: Protein of unknown function (DUF805)|g__Escherichia.s__Escherichia_coli	1044.106	0
PF05658: Head domain of trimeric autotransporter adhesin	70.662	0
PF05658: Head domain of trimeric autotransporter adhesin|g__Escherichia.s__Escherichia_coli	23.389	0
PF05658: Head domain of trimeric autotransporter adhesin|g__Staphylococcus.s__Staphylococcus_epidermidis	35.056	0
PF05658: Head domain of trimeric autotransporter adhesin|unclassified	12.217	0
PF05661: Protein of unknown function (DUF808)	50.495	0
PF05661: Protein of unknown function (DUF808)|g__Escherichia.s__Escherichia_coli	50.495	0
PF05662: Coiled stalk of trimeric autotransporter adhesin	70.662	0
PF05662: Coiled stalk of trimeric autotransporter adhesin|g__Escherichia.s__Escherichia_coli	23.389	0
PF05662: Coiled stalk of trimeric autotransporter adhesin|g__Staphylococcus.s__Staphylococcus_epidermidis	35.056	0
PF05662: Coiled stalk of trimeric autotransporter adhesin|unclassified	12.217	0
PF05673: Protein of unknown function (DUF815)	61.022	0
PF05673: Protein of unknown function (DUF815)|g__Chromobacterium.s__Chromobacterium_violaceum	53.322	0
PF05673: Protein of unknown function (DUF815)|unclassified	7.699	0
PF05681: Fumarate hydratase (Fumerase)	83.443	0
