# Gene Family	SRS1007613.eggnog	tiny-test-data-mt.eggnog
ENOG4105D1S: NO_NAME	64.212	0
ENOG4105D1S: NO_NAME|g__Escherichia.s__Escherichia_coli	34.283	0
ENOG4105D1S: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	29.929	0
ENOG4105D1U: NO_NAME	82.059	0
ENOG4105D1U: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	7.035	0
ENOG4105D1U: NO_NAME|g__Escherichia.s__Escherichia_coli	72.009	0
ENOG4105D1U: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	3.016	0
ENOG4105D1W: NO_NAME	43.801	0
ENOG4105D1W: NO_NAME|g__Escherichia.s__Escherichia_coli	32.045	0
ENOG4105D1W: NO_NAME|unclassified	11.757	0
ENOG4105D1X: NO_NAME	86.541	0
ENOG4105D1X: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	45.794	0
ENOG4105D1X: NO_NAME|g__Escherichia.s__Escherichia_coli	40.747	0
ENOG4105D24: NO_NAME	83.448	0
ENOG4105D24: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	47.865	0
ENOG4105D24: NO_NAME|g__Escherichia.s__Escherichia_coli	35.583	0
ENOG4105D27: NO_NAME	54.479	0
ENOG4105D27: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	28.54	0
ENOG4105D27: NO_NAME|g__Escherichia.s__Escherichia_coli	18.878	0
ENOG4105D27: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.982	0
ENOG4105D27: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	4.079	0
ENOG4105D2N: NO_NAME	38.43	0
ENOG4105D2N: NO_NAME|g__Escherichia.s__Escherichia_coli	15.274	0
ENOG4105D2N: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	10.448	0
ENOG4105D2N: NO_NAME|unclassified	12.709	0
ENOG4105D37: NO_NAME	45.01	0
ENOG4105D37: NO_NAME|unclassified	45.01	0
ENOG4105D38: NO_NAME	67.4	0
ENOG4105D38: NO_NAME|g__Escherichia.s__Escherichia_coli	29.306	0
ENOG4105D38: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	38.094	0
ENOG4105D3H: NO_NAME	12.347	0
ENOG4105D3H: NO_NAME|unclassified	12.347	0
ENOG4105D3Q: NO_NAME	61.343	0
ENOG4105D3Q: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	61.343	0
ENOG4105D3R: NO_NAME	51.35	0
ENOG4105D3R: NO_NAME|g__Escherichia.s__Escherichia_coli	20.413	0
ENOG4105D3R: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.937	0
ENOG4105D3S: NO_NAME	29.982	0
ENOG4105D3S: NO_NAME|g__Escherichia.s__Escherichia_coli	29.982	0
ENOG4105D3Y: NO_NAME	29.897	0
ENOG4105D3Y: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	26.566	0
ENOG4105D3Y: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	3.331	0
ENOG4105D3Z: NO_NAME	21.287	0
ENOG4105D3Z: NO_NAME|g__Escherichia.s__Escherichia_coli	15.509	0
ENOG4105D3Z: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.777	0
ENOG4105D41: NO_NAME	42.077	0
ENOG4105D41: NO_NAME|g__Escherichia.s__Escherichia_coli	27.706	0
ENOG4105D41: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	14.37	0
ENOG4105D49: NO_NAME	11.823	0
ENOG4105D49: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	11.823	0
ENOG4105D4A: NO_NAME	6.28	0
ENOG4105D4A: NO_NAME|unclassified	6.28	0
ENOG4105D4J: NO_NAME	43.835	0
ENOG4105D4J: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	43.835	0
ENOG4105D4P: NO_NAME	185.723	0
ENOG4105D4P: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	38.248	0
ENOG4105D4P: NO_NAME|g__Escherichia.s__Escherichia_coli	11.309	0
ENOG4105D4P: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	2.912	0
ENOG4105D4P: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	133.254	0
ENOG4105D4U: NO_NAME	12.518	0
ENOG4105D4U: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	12.518	0
ENOG4105D4X: NO_NAME	18.494	0
ENOG4105D4X: NO_NAME|g__Escherichia.s__Escherichia_coli	18.494	0
ENOG4105D4Y: NO_NAME	7.761	0
ENOG4105D4Y: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	7.761	0
ENOG4105D4Z: NO_NAME	26.591	0
ENOG4105D4Z: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	26.591	0
ENOG4105D52: NO_NAME	101.034	0
ENOG4105D52: NO_NAME|g__Escherichia.s__Escherichia_coli	39.304	0
ENOG4105D52: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	29.289	0
ENOG4105D52: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	32.441	0
ENOG4105D5C: NO_NAME	29.085	0
ENOG4105D5C: NO_NAME|unclassified	29.085	0
ENOG4105D5M: NO_NAME	29.143	0
ENOG4105D5M: NO_NAME|g__Escherichia.s__Escherichia_coli	29.143	0
ENOG4105D5Q: NO_NAME	168.9	0
ENOG4105D5Q: NO_NAME|g__Escherichia.s__Escherichia_coli	24.817	0
ENOG4105D5Q: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	144.083	0
ENOG4105D5S: NO_NAME	40.184	0
ENOG4105D5S: NO_NAME|g__Escherichia.s__Escherichia_coli	40.184	0
ENOG4105D5T: NO_NAME	132.119	0
ENOG4105D5T: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	132.119	0
ENOG4105D60: NO_NAME	16.274	0
ENOG4105D60: NO_NAME|g__Escherichia.s__Escherichia_coli	16.274	0
ENOG4105D64: NO_NAME	37.009	0
ENOG4105D64: NO_NAME|g__Escherichia.s__Escherichia_coli	37.009	0
ENOG4105D65: NO_NAME	15.429	0
ENOG4105D65: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	15.429	0
ENOG4105D6A: NO_NAME	24.819	0
ENOG4105D6A: NO_NAME|g__Escherichia.s__Escherichia_coli	24.819	0
ENOG4105D6C: NO_NAME	77.178	0
ENOG4105D6C: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	77.178	0
ENOG4105D6E: NO_NAME	19.618	0
ENOG4105D6E: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	19.618	0
ENOG4105D6F: NO_NAME	9.073	0
ENOG4105D6F: NO_NAME|g__Escherichia.s__Escherichia_coli	9.073	0
ENOG4105D6S: NO_NAME	52.893	0
ENOG4105D6S: NO_NAME|g__Escherichia.s__Escherichia_coli	18.397	0
ENOG4105D6S: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	34.496	0
ENOG4105D6U: NO_NAME	9.574	0
ENOG4105D6U: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	9.574	0
ENOG4105D6W: NO_NAME	81.675	0
ENOG4105D6W: NO_NAME|g__Escherichia.s__Escherichia_coli	47.591	0
ENOG4105D6W: NO_NAME|unclassified	34.083	0
ENOG4105D6X: NO_NAME	41.656	0
ENOG4105D6X: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	24.08	0
ENOG4105D6X: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	14.254	0
ENOG4105D6X: NO_NAME|unclassified	3.321	0
ENOG4105D6Z: NO_NAME	21.799	0
ENOG4105D6Z: NO_NAME|g__Escherichia.s__Escherichia_coli	21.799	0
ENOG4105D75: NO_NAME	28.913	0
ENOG4105D75: NO_NAME|unclassified	28.913	0
ENOG4105D7K: NO_NAME	34.635	0
ENOG4105D7K: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	34.635	0
ENOG4105D7M: NO_NAME	33.712	0
ENOG4105D7M: NO_NAME|g__Escherichia.s__Escherichia_coli	33.712	0
ENOG4105D7W: NO_NAME	20.83	0
ENOG4105D7W: NO_NAME|unclassified	20.83	0
ENOG4105D7Z: NO_NAME	50.006	0
ENOG4105D7Z: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	33.539	0
ENOG4105D7Z: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.467	0
ENOG4105D81: NO_NAME	18.458	0
ENOG4105D81: NO_NAME|g__Escherichia.s__Escherichia_coli	18.458	0
ENOG4105D86: NO_NAME	31.141	0
ENOG4105D86: NO_NAME|g__Escherichia.s__Escherichia_coli	20.602	0
ENOG4105D86: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	10.54	0
ENOG4105D8C: NO_NAME	99.289	0
ENOG4105D8C: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	21.581	0
ENOG4105D8C: NO_NAME|g__Escherichia.s__Escherichia_coli	77.708	0
ENOG4105D8G: NO_NAME	11.425	0
ENOG4105D8G: NO_NAME|unclassified	11.425	0
ENOG4105D8J: NO_NAME	27.541	0
ENOG4105D8J: NO_NAME|g__Escherichia.s__Escherichia_coli	27.541	0
ENOG4105D8S: NO_NAME	17.129	0
ENOG4105D8S: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	17.129	0
ENOG4105D8V: NO_NAME	153.305	0
ENOG4105D8V: NO_NAME|g__Escherichia.s__Escherichia_coli	153.305	0
ENOG4105D92: NO_NAME	17.738	0
ENOG4105D92: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	4.058	0
ENOG4105D92: NO_NAME|g__Escherichia.s__Escherichia_coli	13.68	0
ENOG4105D94: NO_NAME	136.161	0
ENOG4105D94: NO_NAME|g__Escherichia.s__Escherichia_coli	136.161	0
ENOG4105D98: NO_NAME	66.897	0
ENOG4105D98: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	46.857	0
ENOG4105D98: NO_NAME|g__Escherichia.s__Escherichia_coli	16.319	0
ENOG4105D98: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	3.72	0
ENOG4105D9H: NO_NAME	26.921	0
ENOG4105D9H: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	11.018	0
ENOG4105D9H: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	15.903	0
ENOG4105D9I: NO_NAME	34.578	0
ENOG4105D9I: NO_NAME|g__Escherichia.s__Escherichia_coli	34.578	0
ENOG4105D9N: NO_NAME	77.233	0
ENOG4105D9N: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	8.651	0
ENOG4105D9N: NO_NAME|g__Escherichia.s__Escherichia_coli	60.597	0
ENOG4105D9N: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	7.985	0
ENOG4105DAF: NO_NAME	38.094	0
ENOG4105DAF: NO_NAME|g__Escherichia.s__Escherichia_coli	38.094	0
ENOG4105DAH: NO_NAME	18.306	0
ENOG4105DAH: NO_NAME|g__Escherichia.s__Escherichia_coli	18.306	0
ENOG4105DAN: NO_NAME	77.035	0
ENOG4105DAN: NO_NAME|g__Escherichia.s__Escherichia_coli	19.06	0
ENOG4105DAN: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	57.975	0
ENOG4105DAQ: NO_NAME	13.129	0
ENOG4105DAQ: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	13.129	0
ENOG4105DB7: NO_NAME	18.754	0
ENOG4105DB7: NO_NAME|g__Escherichia.s__Escherichia_coli	18.754	0
ENOG4105DB9: NO_NAME	47.881	0
ENOG4105DB9: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	47.881	0
ENOG4105DBS: NO_NAME	18.496	0
ENOG4105DBS: NO_NAME|unclassified	18.496	0
ENOG4105DBV: NO_NAME	22.169	0
ENOG4105DBV: NO_NAME|g__Escherichia.s__Escherichia_coli	11.712	0
ENOG4105DBV: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	10.457	0
ENOG4105DBW: NO_NAME	6.412	0
ENOG4105DBW: NO_NAME|unclassified	6.412	0
ENOG4105DC1: NO_NAME	28.334	0
ENOG4105DC1: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.334	0
ENOG4105DC4: NO_NAME	34.908	0
ENOG4105DC4: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	34.908	0
ENOG4105DC7: NO_NAME	11.699	0
ENOG4105DC7: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	11.699	0
ENOG4105DCA: NO_NAME	57.892	0
ENOG4105DCA: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	52.34	0
ENOG4105DCA: NO_NAME|unclassified	5.552	0
ENOG4105DCM: NO_NAME	42.772	0
ENOG4105DCM: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	42.772	0
ENOG4105DCX: NO_NAME	11.639	0
ENOG4105DCX: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	11.639	0
ENOG4105DDQ: NO_NAME	55.207	0
ENOG4105DDQ: NO_NAME|g__Escherichia.s__Escherichia_coli	38.612	0
ENOG4105DDQ: NO_NAME|unclassified	16.594	0
ENOG4105DDT: NO_NAME	2.69	0
ENOG4105DDT: NO_NAME|unclassified	2.69	0
ENOG4105DDW: NO_NAME	99.04	0
ENOG4105DDW: NO_NAME|g__Escherichia.s__Escherichia_coli	34.497	0
ENOG4105DDW: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	64.543	0
ENOG4105DDZ: NO_NAME	48.973	0
ENOG4105DDZ: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	36.837	0
ENOG4105DDZ: NO_NAME|g__Escherichia.s__Escherichia_coli	12.136	0
ENOG4105DE4: NO_NAME	15.508	0
ENOG4105DE4: NO_NAME|g__Escherichia.s__Escherichia_coli	15.508	0
ENOG4105DEF: NO_NAME	13.455	0
ENOG4105DEF: NO_NAME|g__Escherichia.s__Escherichia_coli	13.455	0
ENOG4105DEG: NO_NAME	18.943	0
ENOG4105DEG: NO_NAME|g__Escherichia.s__Escherichia_coli	18.943	0
ENOG4105DEI: NO_NAME	22.875	0
ENOG4105DEI: NO_NAME|g__Escherichia.s__Escherichia_coli	22.875	0
ENOG4105DEN: NO_NAME	15.759	0
ENOG4105DEN: NO_NAME|g__Escherichia.s__Escherichia_coli	15.759	0
ENOG4105DEQ: NO_NAME	57.044	0
ENOG4105DEQ: NO_NAME|g__Escherichia.s__Escherichia_coli	57.044	0
ENOG4105DF2: NO_NAME	50.09	0
ENOG4105DF2: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	50.09	0
ENOG4105DFE: NO_NAME	22.035	0
ENOG4105DFE: NO_NAME|g__Escherichia.s__Escherichia_coli	22.035	0
ENOG4105DFF: NO_NAME	90.717	0
ENOG4105DFF: NO_NAME|g__Escherichia.s__Escherichia_coli	76.875	0
ENOG4105DFF: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	13.842	0
ENOG4105DFG: NO_NAME	41.995	0
ENOG4105DFG: NO_NAME|g__Escherichia.s__Escherichia_coli	35.686	0
ENOG4105DFG: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	6.308	0
ENOG4105DFH: NO_NAME	43.153	0
ENOG4105DFH: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	43.153	0
ENOG4105DFW: NO_NAME	21.615	0
ENOG4105DFW: NO_NAME|g__Escherichia.s__Escherichia_coli	21.615	0
ENOG4105DGA: NO_NAME	89.622	0
ENOG4105DGA: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	89.622	0
ENOG4105DGC: NO_NAME	26.286	0
ENOG4105DGC: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	26.286	0
ENOG4105DGI: NO_NAME	21.2	0
ENOG4105DGI: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	21.2	0
ENOG4105DGW: NO_NAME	20.544	0
ENOG4105DGW: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	9.249	0
ENOG4105DGW: NO_NAME|g__Escherichia.s__Escherichia_coli	11.295	0
ENOG4105DH7: NO_NAME	7.696	0
ENOG4105DH7: NO_NAME|unclassified	7.696	0
ENOG4105DHI: NO_NAME	35.316	0
ENOG4105DHI: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	35.316	0
ENOG4105DHM: NO_NAME	25.723	0
ENOG4105DHM: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	25.723	0
ENOG4105DHQ: NO_NAME	15.046	0
ENOG4105DHQ: NO_NAME|g__Escherichia.s__Escherichia_coli	15.046	0
ENOG4105DHU: NO_NAME	13.462	0
ENOG4105DHU: NO_NAME|unclassified	13.462	0
ENOG4105DHV: NO_NAME	83.337	0
ENOG4105DHV: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	83.337	0
ENOG4105DHW: NO_NAME	67.373	0
ENOG4105DHW: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	24.833	0
ENOG4105DHW: NO_NAME|g__Escherichia.s__Escherichia_coli	6.062	0
ENOG4105DHW: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	15.078	0
ENOG4105DHW: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	21.401	0
ENOG4105DI7: NO_NAME	63.301	0
ENOG4105DI7: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	63.301	0
ENOG4105DIA: NO_NAME	13.655	0
ENOG4105DIA: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	13.655	0
ENOG4105DIJ: NO_NAME	17.755	0
ENOG4105DIJ: NO_NAME|g__Escherichia.s__Escherichia_coli	11.926	0
ENOG4105DIJ: NO_NAME|unclassified	5.828	0
ENOG4105DIP: NO_NAME	11.825	0
ENOG4105DIP: NO_NAME|g__Escherichia.s__Escherichia_coli	11.825	0
ENOG4105DIV: NO_NAME	47.767	0
ENOG4105DIV: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	47.767	0
ENOG4105DJ2: NO_NAME	7.705	0
ENOG4105DJ2: NO_NAME|unclassified	7.705	0
ENOG4105DJT: NO_NAME	70.682	0
ENOG4105DJT: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	70.682	0
ENOG4105DJV: NO_NAME	70.058	0
ENOG4105DJV: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.559	0
ENOG4105DJV: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	23.005	0
ENOG4105DJV: NO_NAME|unclassified	18.495	0
ENOG4105DJY: NO_NAME	28.983	0
ENOG4105DJY: NO_NAME|g__Escherichia.s__Escherichia_coli	28.983	0
ENOG4105DK0: NO_NAME	20.032	0
ENOG4105DK0: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	20.032	0
ENOG4105DK8: NO_NAME	35.464	0
ENOG4105DK8: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	35.464	0
ENOG4105DKK: NO_NAME	12.43	0
ENOG4105DKK: NO_NAME|g__Escherichia.s__Escherichia_coli	12.43	0
ENOG4105DKQ: NO_NAME	29.214	0
ENOG4105DKQ: NO_NAME|g__Escherichia.s__Escherichia_coli	12.347	0
ENOG4105DKQ: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	16.867	0
ENOG4105DKW: NO_NAME	45.329	0
ENOG4105DKW: NO_NAME|g__Escherichia.s__Escherichia_coli	45.329	0
ENOG4105DKX: NO_NAME	83.421	0
ENOG4105DKX: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	74.226	0
ENOG4105DKX: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.195	0
ENOG4105DKZ: NO_NAME	50.304	0
ENOG4105DKZ: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	34.472	0
ENOG4105DKZ: NO_NAME|g__Escherichia.s__Escherichia_coli	15.832	0
ENOG4105DMZ: NO_NAME	30.013	0
ENOG4105DMZ: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	16.907	0
ENOG4105DMZ: NO_NAME|unclassified	13.106	0
ENOG4105DN4: NO_NAME	20.176	0
ENOG4105DN4: NO_NAME|g__Escherichia.s__Escherichia_coli	13.586	0
ENOG4105DN4: NO_NAME|unclassified	6.59	0
ENOG4105DNJ: NO_NAME	30.21	0
ENOG4105DNJ: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	8.953	0
ENOG4105DNJ: NO_NAME|unclassified	21.258	0
ENOG4105DNZ: NO_NAME	42.064	0
ENOG4105DNZ: NO_NAME|g__Escherichia.s__Escherichia_coli	42.064	0
ENOG4105DPM: NO_NAME	27.45	0
ENOG4105DPM: NO_NAME|g__Escherichia.s__Escherichia_coli	27.45	0
ENOG4105DPW: NO_NAME	10.674	0
ENOG4105DPW: NO_NAME|unclassified	10.674	0
ENOG4105DQ2: NO_NAME	164.729	0
ENOG4105DQ2: NO_NAME|g__Escherichia.s__Escherichia_coli	164.729	0
ENOG4105DQ5: NO_NAME	75.823	0
ENOG4105DQ5: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	20.572	0
ENOG4105DQ5: NO_NAME|g__Escherichia.s__Escherichia_coli	46.143	0
ENOG4105DQ5: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	9.109	0
ENOG4105DQ6: NO_NAME	34.808	0
ENOG4105DQ6: NO_NAME|g__Escherichia.s__Escherichia_coli	19.762	0
ENOG4105DQ6: NO_NAME|unclassified	15.047	0
ENOG4105DQF: NO_NAME	16.122	0
ENOG4105DQF: NO_NAME|g__Escherichia.s__Escherichia_coli	16.122	0
ENOG4105DQW: NO_NAME	18.787	0
ENOG4105DQW: NO_NAME|g__Escherichia.s__Escherichia_coli	18.787	0
ENOG4105DR4: NO_NAME	50.133	0
ENOG4105DR4: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	50.133	0
ENOG4105DR6: NO_NAME	82.244	0
ENOG4105DR6: NO_NAME|g__Escherichia.s__Escherichia_coli	66.239	0
ENOG4105DR6: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	16.005	0
ENOG4105DR8: NO_NAME	59.242	0
ENOG4105DR8: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	40.636	0
ENOG4105DR8: NO_NAME|g__Escherichia.s__Escherichia_coli	18.605	0
ENOG4105DR9: NO_NAME	23.151	0
ENOG4105DR9: NO_NAME|g__Escherichia.s__Escherichia_coli	15.94	0
ENOG4105DR9: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	7.211	0
ENOG4105DRC: NO_NAME	21.805	0
ENOG4105DRC: NO_NAME|g__Escherichia.s__Escherichia_coli	14.273	0
ENOG4105DRC: NO_NAME|unclassified	7.532	0
ENOG4105DRI: NO_NAME	18.226	0
ENOG4105DRI: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	18.226	0
ENOG4105DRP: NO_NAME	169.393	0
ENOG4105DRP: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	169.393	0
ENOG4105DRV: NO_NAME	34.88	0
ENOG4105DRV: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	34.88	0
ENOG4105DRW: NO_NAME	85.706	0
ENOG4105DRW: NO_NAME|g__Escherichia.s__Escherichia_coli	18.645	0
ENOG4105DRW: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	67.061	0
ENOG4105DS7: NO_NAME	52.986	0
ENOG4105DS7: NO_NAME|g__Escherichia.s__Escherichia_coli	38.87	0
ENOG4105DS7: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	14.116	0
ENOG4105DSJ: NO_NAME	15.181	0
ENOG4105DSJ: NO_NAME|unclassified	15.181	0
ENOG4105DSP: NO_NAME	26.774	0
ENOG4105DSP: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	14.016	0
ENOG4105DSP: NO_NAME|g__Escherichia.s__Escherichia_coli	12.758	0
ENOG4105DTA: NO_NAME	114.47	0
ENOG4105DTA: NO_NAME|g__Escherichia.s__Escherichia_coli	114.47	0
ENOG4105DTD: NO_NAME	17.459	0
ENOG4105DTD: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	17.459	0
ENOG4105DTJ: NO_NAME	10.034	0
ENOG4105DTJ: NO_NAME|unclassified	10.034	0
ENOG4105DTW: NO_NAME	4.417	0
ENOG4105DTW: NO_NAME|unclassified	4.417	0
ENOG4105DU0: NO_NAME	104.576	0
ENOG4105DU0: NO_NAME|g__Escherichia.s__Escherichia_coli	104.576	0
ENOG4105DU1: NO_NAME	21.631	0
ENOG4105DU1: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	21.631	0
ENOG4105DUF: NO_NAME	98.548	0
ENOG4105DUF: NO_NAME|g__Escherichia.s__Escherichia_coli	98.548	0
ENOG4105DUK: NO_NAME	28.632	0
ENOG4105DUK: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	28.632	0
ENOG4105DUM: NO_NAME	24.431	0
ENOG4105DUM: NO_NAME|g__Escherichia.s__Escherichia_coli	24.431	0
ENOG4105DUX: NO_NAME	69.969	0
ENOG4105DUX: NO_NAME|g__Escherichia.s__Escherichia_coli	69.969	0
ENOG4105DVH: NO_NAME	52.37	0
ENOG4105DVH: NO_NAME|g__Escherichia.s__Escherichia_coli	52.37	0
ENOG4105DVK: NO_NAME	16.901	0
ENOG4105DVK: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.901	0
ENOG4105DVQ: NO_NAME	90.73	0
ENOG4105DVQ: NO_NAME|g__Escherichia.s__Escherichia_coli	4.773	0
ENOG4105DVQ: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	32.995	0
ENOG4105DVQ: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	52.962	0
ENOG4105DVS: NO_NAME	44.925	0
ENOG4105DVS: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	10.84	0
ENOG4105DVS: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	34.085	0
ENOG4105DW0: NO_NAME	73.531	0
ENOG4105DW0: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	73.531	0
ENOG4105DWA: NO_NAME	38.184	0
ENOG4105DWA: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	8.293	0
ENOG4105DWA: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.063	0
ENOG4105DWA: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	9.829	0
ENOG4105DWF: NO_NAME	28.074	0
ENOG4105DWF: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	28.074	0
ENOG4105DWK: NO_NAME	10.339	0
ENOG4105DWK: NO_NAME|g__Escherichia.s__Escherichia_coli	10.339	0
ENOG4105DWN: NO_NAME	26.852	0
ENOG4105DWN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	26.852	0
ENOG4105DWR: NO_NAME	160.421	0
ENOG4105DWR: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	50.311	0
ENOG4105DWR: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	40.743	0
ENOG4105DWR: NO_NAME|g__Escherichia.s__Escherichia_coli	69.367	0
ENOG4105DWT: NO_NAME	52.954	0
